Keyword,Country,Location,Language,Entities,Branded,Local,Navigational,Informational,Commercial,Transactional,SERP features,Volume,KD,CPC,Previous organic traffic,Current organic traffic,Organic traffic change,Current paid traffic,Previous position,Current position,Position change,Previous position kind,Previous URL,Current position kind,Current URL,Previous date,Current date
rip message,CA,Canada,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Video preview",200,16,0.01,,0,,,,73,New,,,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,2026-03-11 10:41:10
message for someone who passed away,PH,Philippines,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Discussions and forums, Video preview",700,13,0.01,0,,,,78,,Lost,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,,2026-01-16 06:45:05,
my deepest condolences to you and your family,PH,Philippines,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Sitelinks, Video preview",2500,7,0.01,0,,,,79,,Lost,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,,2026-01-29 06:29:30,
messages of condolences,ZA,South Africa,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Sitelinks, Video preview",450,14,0.01,0,0,0,,32,18,14,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,2026-01-21 03:46:27,2026-04-22 07:40:15
condolence to the whole family,PH,Philippines,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Sitelinks, Video preview",400,12,0.01,0,,,,77,,Lost,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,,2026-01-23 16:12:28,
gold coast flower market,AU,Australia,English,"Gold Coast Flower Market (Organization), Gold Coast (Location)",true,true,false,true,false,false,"Local teaser, Sitelinks, People also ask, Thumbnail, Video preview",150,3,,0,,,,72,,Lost,,https://www.lvly.com.au/collections/gold-coast,,,2025-12-22 10:05:47,
funeral flower arrangements,AU,Australia,English,,false,false,false,true,true,false,"Shopping, Thumbnail, People also ask, Local teaser, Sitelinks, Video preview",900,0,0.62,0,,,,80,,Lost,,https://www.lvly.com.au/collections/sympathy-flowers,,,2025-12-29 19:14:49,
condolences to the whole family,PH,Philippines,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Discussions and forums, Sitelinks, Video preview",200,14,0.01,0,,,,74,,Lost,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,,2025-12-30 19:13:55,
heartfelt condolences message,IN,India,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Video preview",1500,8,0.02,0,,,,83,,Lost,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,,2026-01-17 11:06:26,
condolence message on death,PH,Philippines,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Sitelinks, Video preview",450,25,0.01,0,,,,75,,Lost,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,,2025-12-26 22:39:59,
personalized,AU,Australia,English,,false,false,false,true,true,false,"AI Overview, Thumbnail, People also ask, Sitelinks, Video preview",300,42,0.88,0,,,,69,,Lost,,https://www.lvly.com.au/collections/personalised-gifts,,,2026-01-21 06:06:29,
comfort sympathy message,IN,India,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, Video preview, People also ask, Discussions and forums",200,24,,0,,,,74,,Lost,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,,2026-01-23 15:42:35,
same day wine delivery melbourne,AU,Australia,English,Melbourne (Location),false,true,false,true,true,true,"Sitelinks, Local teaser",200,33,1.02,,0,,,,74,New,,,,https://www.lvly.com.au/,,2026-02-14 17:31:10
beautiful things to say when someone dies,PH,Philippines,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Discussions and forums, Sitelinks, Video preview",200,5,0.02,0,,,,74,,Lost,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,,2025-12-27 17:34:25,
message to someone who lost their mom,US,United States,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Sitelinks, Video preview",200,2,0.02,0,,,,74,,Lost,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,,2026-01-02 08:09:46,
what do you write in a sympathy card,US,United States,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Discussions and forums, Sitelinks, Video preview",500,11,0.02,0,,,,79,,Lost,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,,2026-01-27 06:14:38,
sympathy card messages,GB,United Kingdom,English,,false,false,false,true,false,false,"Featured snippet, Thumbnail, People also ask, Sitelinks, Video preview",2200,12,0.01,0,,,,37,,Lost,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,,2026-01-24 06:35:53,
my condolences to the bereaved family,PH,Philippines,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Discussions and forums, Sitelinks, Video preview",300,17,0.01,0,,,,77,,Lost,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,,2026-01-10 08:06:30,
sympathy message for death,PH,Philippines,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Video preview",250,30,0.01,0,,,,75,,Lost,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,,2026-01-25 10:06:16,
sending condolences message,US,United States,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Video preview",1200,5,0.01,0,,,,83,,Lost,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,,2026-01-19 15:56:52,
things to say when someone passes away,US,United States,English,,false,false,false,true,false,false,"AI Overview, Video preview, Thumbnail, People also ask, Sitelinks",250,5,0.02,,0,,,,76,New,,,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,2026-03-12 23:45:12
message for death,IN,India,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Video preview",500,26,0.03,0,,,,78,,Lost,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,,2026-01-18 04:58:04,
hearty condolences,AE,United Arab Emirates,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Video preview",200,12,0.01,,0,,,,71,New,,,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,2026-02-26 01:48:19
condolences message to a friend,PH,Philippines,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Sitelinks, Discussions and forums, Video preview",250,17,0.01,0,,,,76,,Lost,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,,2026-01-07 23:17:27,
my deepest condolences to you and your family meaning,SG,Singapore,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, Video preview, Sitelinks, People also ask, Discussions and forums",200,2,,0,,,,76,,Lost,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,,2026-01-16 18:24:21,
short condolence message,DE,Germany,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, Video preview, People also ask",200,19,0.07,0,,,,75,,Lost,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,,2026-01-18 15:19:58,
mother death condolence message,IN,India,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Video preview",700,1,,0,,,,81,,Lost,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,,2026-01-08 22:36:34,
deepest condolences message,MY,Malaysia,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Sitelinks, Video preview",450,3,0.01,0,,,,78,,Lost,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,,2026-01-25 07:24:47,
gift pack,AU,Australia,English,,false,false,false,true,true,true,"Shopping, Thumbnail, Sitelinks, Video preview",1000,1,0.61,0,,,,79,,Lost,,https://www.lvly.com.au/collections/gift-hampers,,,2025-12-27 07:31:08,
rest in peace condolence message,PH,Philippines,English,,false,false,false,true,false,false,"Featured snippet, Thumbnail, People also ask, Video preview",1300,22,0.01,0,,,,83,,Lost,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,,2026-01-22 04:40:55,
meaningful sympathy messages,CA,Canada,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Sitelinks, Discussions and forums, Video preview",400,9,0.01,0,,,,79,,Lost,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,,2026-01-05 23:53:41,
rip messages,GH,Ghana,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Sitelinks, Video preview",200,32,0.01,0,,,,76,,Lost,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,,2026-01-12 21:51:06,
housewarming,AU,Australia,English,,false,false,false,true,true,false,"AI Overview, Thumbnail, Video preview, People also ask, Sitelinks",600,10,0.31,0,,,,75,,Lost,,https://www.lvly.com.au/collections/housewarming-gifts,,,2026-01-23 19:18:37,
australian flowers,AU,Australia,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Sitelinks, Video preview",3500,2,0.73,0,,,,26,,Lost,,https://www.lvly.com.au/collections/native-flowers,,,2026-01-25 20:18:29,
i'm so sorry for your loss meaning,PH,Philippines,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, Sitelinks, People also ask, Video preview",150,1,,0,,,,75,,Lost,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,,2026-01-10 18:17:48,
gift hampers for her,AU,Australia,English,,false,false,false,true,true,true,"Sitelinks, Thumbnail, Shopping, People also ask, Video preview",350,9,0.61,0,,,,77,,Lost,,https://www.lvly.com.au/collections/gift-hampers,,,2025-12-30 09:32:58,
demise message in english,IN,India,English,,false,false,false,true,false,false,"Featured snippet, People also ask, Thumbnail, Video preview",350,26,0.01,0,,,,77,,Lost,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,,2026-01-17 16:59:48,
simple sympathy message,US,United States,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Video preview",200,5,0.02,0,,,,77,,Lost,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,,2025-12-27 05:32:33,
gift hampers,AU,Australia,English,,false,false,false,true,true,true,"Shopping, Thumbnail, Sitelinks, Local teaser, Video preview",2500,51,1.05,0,,,,90,,Lost,,https://www.lvly.com.au/collections/gift-hampers,,,2026-01-27 17:19:07,
how to say condolences to friend,MY,Malaysia,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Discussions and forums, Sitelinks, Video preview",200,12,0.01,0,,,,76,,Lost,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,,2026-01-04 12:59:39,
deepest sympathy and condolences,PH,Philippines,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Sitelinks, Video preview",300,8,0.01,0,,,,75,,Lost,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,,2026-01-27 07:55:00,
short condolence message professional,KE,Kenya,English,,false,false,false,true,false,false,"Featured snippet, People also ask, Thumbnail, Sitelinks, Video preview",350,9,,0,0,0,,77,78,-1,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,2025-12-15 02:48:19,2026-02-08 15:34:31
condolence card messages,GB,United Kingdom,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Discussions and forums, Video preview",300,18,0.01,0,,,,79,,Lost,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,,2026-01-02 13:00:04,
short condolence message for loss of father,KE,Kenya,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, Video preview, People also ask",300,10,,0,0,0,,70,79,-9,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,2026-01-29 09:27:50,2026-03-02 07:33:17
sympathy card message,CA,Canada,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, Video preview, People also ask, Sitelinks",400,19,0.01,0,0,0,,44,57,-13,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,2026-01-18 06:28:25,2026-03-05 02:50:25
condolences message for loss of a mother,KE,Kenya,English,,false,false,false,true,false,false,"Featured snippet, People also ask, Sitelinks, Video preview",200,10,0.01,0,,,,76,,Lost,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,,2025-12-29 13:18:31,
rip message,GB,United Kingdom,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Discussions and forums, Video preview",400,3,0.01,0,,,,78,,Lost,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,,2025-12-29 00:48:43,
condolences messages in english,IN,India,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Video preview",300,24,0.01,0,,,,79,,Lost,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,,2026-01-12 02:35:21,
condolences message for loss of father,ZA,South Africa,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Sitelinks, Video preview",600,20,0.01,0,,,,79,,Lost,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,,2025-12-24 04:35:11,
online gifts for men's birthday,AU,Australia,English,,false,false,false,true,true,true,"Shopping, Thumbnail, AI Overview, Sitelinks, People also ask",0,3,,0,,,,56,,Lost,,https://www.lvly.com.au/collections/shop-all,,,2026-01-11 09:06:29,
short rip message,ZA,South Africa,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Sitelinks, Video preview",200,30,0.08,0,,,,77,,Lost,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,,2026-01-21 08:49:30,
my heartfelt condolences to you and your family,IN,India,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, Sitelinks, People also ask, Discussions and forums, Video preview",450,26,0.01,0,,,,81,,Lost,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,,2025-12-30 09:19:13,
sympathy messages for friend,US,United States,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Sitelinks, Video preview",200,27,0.01,0,,,,77,,Lost,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,,2026-01-27 16:07:41,
short sympathy message for loss of mother,ZA,South Africa,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Sitelinks, Video preview",350,8,0.11,0,,,,80,,Lost,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,,2025-12-28 10:59:26,
my deepest condolences to the bereaved family,PH,Philippines,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Sitelinks, Discussions and forums, Video preview",450,5,0.01,0,,,,81,,Lost,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,,2026-01-14 22:26:44,
what to write in a sympathy card,AU,Australia,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Sitelinks, Discussions and forums, Video preview",1000,5,0.01,0,,,,39,,Lost,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,,2026-01-13 23:33:12,
personalised gift ideas,AU,Australia,English,,false,false,false,true,true,false,"Thumbnail, Sitelinks, AI Overview, Shopping, Discussions and forums, Video preview",300,24,0.69,0,,,,78,,Lost,,https://www.lvly.com.au/collections/personalised-gifts,,,2026-01-25 00:54:31,
how to say condolences to the family,PH,Philippines,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Sitelinks, Discussions and forums, Video preview",500,12,0.01,0,,,,82,,Lost,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,,2026-01-14 15:36:40,
simple condolences message,SG,Singapore,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Sitelinks, Discussions and forums, Video preview",200,9,0.01,0,,,,78,,Lost,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,,2026-01-01 18:55:31,
messages for sympathy cards,GB,United Kingdom,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Sitelinks, Video preview",150,10,0.01,0,,,,77,,Lost,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,,2025-12-30 02:25:40,
sympathy uplifting comfort grief quotes,US,United States,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Sitelinks, Discussions and forums, Video preview",150,2,0.13,0,,,,76,,Lost,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,,2026-01-14 00:26:18,
short condolence message,PK,Pakistan,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Video preview",400,17,0.17,0,,,,81,,Lost,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,,2026-01-19 19:50:16,
condolences messages loss death,US,United States,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Video preview",200,15,0.02,0,,,,78,,Lost,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,,2025-12-25 22:54:29,
funeral sympathy message,US,United States,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Sitelinks, Discussions and forums, Video preview",100,4,0.04,0,,,,76,,Lost,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,,2025-12-23 23:14:33,
comforting words for someone who lost a mother,US,United States,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Sitelinks, Discussions and forums, Video preview",200,0,0.03,0,,,,78,,Lost,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,,2025-12-31 05:53:29,
condolence message on death,PK,Pakistan,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Video preview",800,9,0.06,0,,,,86,,Lost,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,,2026-01-26 07:59:28,
sample sympathy message,US,United States,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Sitelinks, Video preview",200,16,0.02,0,,,,78,,Lost,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,,2026-01-25 13:49:27,
unique condolence message,US,United States,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, Video preview, People also ask",100,8,0.02,,0,,,,76,New,,,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,2026-03-11 06:36:46
sending my deepest condolences,US,United States,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Sitelinks, Video preview",450,3,0.02,0,,,,82,,Lost,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,,2025-12-29 11:18:54,
words of sympathy for the loss of a grown son,US,United States,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Discussions and forums, Sitelinks, Video preview",350,0,0.02,0,,,,81,,Lost,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,,2026-01-02 05:45:17,
short condolence message,SG,Singapore,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Video preview",900,30,0.01,0,,,,85,,Lost,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,,2025-12-29 22:00:07,
thoughtful words for loss of mother,IN,India,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Discussions and forums, Video preview",150,6,0.01,0,,,,78,,Lost,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,,2026-01-13 00:57:19,
condolence message to friend,GH,Ghana,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, Sitelinks, People also ask, Video preview",1500,23,0.01,0,,,,88,,Lost,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,,2025-11-27 23:53:13,
wine delivery melbourne same day,AU,Australia,English,Melbourne (Location),false,true,false,false,true,true,"Knowledge panel, Sitelinks",150,6,1.54,0,,,,77,,Lost,,https://www.lvly.com.au/collections/flower-delivery-melbourne,,,2026-01-21 22:39:23,
what to write on a sympathy card,AU,Australia,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Discussions and forums, Sitelinks, Video preview",700,12,0.01,0,,,,85,,Lost,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,,2026-01-15 11:28:21,
condolences text messages,KE,Kenya,English,,false,false,false,true,false,false,"Featured snippet, People also ask, Video preview, Thumbnail",250,29,0.36,0,,,,79,,Lost,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,,2026-01-28 09:01:11,
condolences for loss of father,CA,Canada,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Video preview",300,10,0.01,0,,,,80,,Lost,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,,2026-01-13 04:38:16,
words to comfort someone who lost a loved one,KE,Kenya,English,,false,false,false,true,false,false,"Featured snippet, People also ask, Sitelinks, Video preview",200,13,0.02,0,,,,78,,Lost,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,,2025-12-17 09:18:54,
sympathy note for loss,US,United States,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Sitelinks, Video preview",500,9,0.02,0,,,,84,,Lost,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,,2026-01-15 00:20:05,
florist fitzroy,AU,Australia,English,Fitzroy (Location),false,true,false,true,true,true,"Local teaser, Thumbnail, Sitelinks, Video preview",250,11,1.05,0,,,,80,,Lost,,https://www.lvly.com.au/,,,2026-01-04 07:54:50,
condolences message for loss of mother,IN,India,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Sitelinks, Video preview",250,15,0.01,0,,,,79,,Lost,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,,2025-12-31 08:28:45,
valentine's day gift,AU,Australia,English,Valentine's Day (Event),false,false,false,true,true,false,"Thumbnail, Sitelinks, Shopping, Discussions and forums, Video preview",800,2,0.61,0,,,,84,,Lost,,https://www.lvly.com.au/collections/valentines-day,,,2026-01-21 07:35:26,
funeral messages,ZA,South Africa,English,,false,false,false,true,false,false,"Featured snippet, Thumbnail, People also ask, Video preview",350,12,0.01,0,,,,79,,Lost,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,,2026-01-07 10:06:34,
condolences messages for loss of mother,US,United States,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Video preview",700,3,0.02,0,,,,84,,Lost,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,,2026-01-23 09:24:19,
condolences message,NZ,New Zealand,English,,false,false,false,true,false,false,"Featured snippet, People also ask, Thumbnail, Video preview",2300,12,0.01,0,,,,88,,Lost,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,,2026-01-27 18:45:22,
consolation message,NG,Nigeria,English,,false,false,false,true,false,false,"Featured snippet, People also ask, Thumbnail, Video preview",150,28,0.01,,0,,,,78,New,,,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,2026-03-02 17:42:39
deepest sympathy,ZA,South Africa,English,,false,false,false,true,false,false,"People also ask, Sitelinks, Thumbnail, Video preview",450,8,0.09,0,,,,77,,Lost,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,,2026-01-11 17:58:16,
short rip message,IN,India,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Video preview",1500,27,0.01,0,,,,89,,Lost,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,,2026-01-22 07:01:49,
family member death condolence message,PH,Philippines,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, Video preview, People also ask, Sitelinks",250,26,,0,0,0,,65,81,-16,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,2025-12-29 05:50:09,2026-02-09 07:54:21
condolence card messages,US,United States,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Sitelinks, Video preview",800,10,0.02,0,,,,86,,Lost,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,,2026-01-18 15:00:26,
with deepest sympathy,GB,United Kingdom,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Video preview",150,4,0.17,0,,,,75,,Lost,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,,2025-12-26 22:04:25,
short condolence message professional,ZA,South Africa,English,,false,false,false,true,false,false,"Featured snippet, Thumbnail, People also ask, Sitelinks, Video preview",250,1,0.24,0,,,,80,,Lost,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,,2026-01-25 02:26:45,
my deepest condolences,SG,Singapore,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Sitelinks, Video preview",350,1,0.01,0,,,,79,,Lost,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,,2026-01-21 21:08:18,
condolence message on death of mother,AE,United Arab Emirates,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Video preview",350,14,0.01,0,,,,83,,Lost,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,,2026-01-16 09:25:09,
