Keyword,Country,Location,Language,Entities,Branded,Local,Navigational,Informational,Commercial,Transactional,SERP features,Volume,KD,CPC,Organic traffic,Paid traffic,Current position,Current position kind,Current URL,Updated
亚航长途,AU,Australia,Chinese,AirAsia (Organization),true,false,false,true,true,false,Sitelinks,0,47,,0,0,1,,https://www.airasia.com/zh/cn,2026-04-05 21:20:02
flight lahore to manila,US,United States,English,,false,false,false,true,true,false,"Top ads, People also ask, Bottom ads",0,0,,0,0,11,,https://www.airasia.com/flights/from-lahore-lhe-to-manila-mnl/,2026-04-11 04:09:56
airasia i5 319 flight status,IN,India,English,"AirAsia (Organization), I5 319 (Event)",true,false,false,true,false,false,Sitelinks,0,0,,0,0,3,,https://www.airasia.com/flightstatus/en/G,2026-04-08 23:45:52
i5788 flight status,IN,India,English,I5788 (Event),true,false,false,true,false,false,"Sitelinks, People also ask",0,0,,0,0,6,,https://www.airasia.com/flightstatus/,2026-04-14 13:57:25
airasia phone number singapore,SG,Singapore,English,"AirAsia (Organization), Singapore (Location)",true,true,false,true,false,false,"People also ask, Sitelinks",0,26,,0,0,6,,https://www.airasia.com/aa/pdf/sales-office/list-of-sales-office.pdf,2026-04-26 01:52:17
airasia goa to mumbai flight status today,IN,India,English,AirAsia (Organization),true,true,false,true,false,false,"AI Overview, People also ask, Sitelinks",0,0,,0,0,1,,https://www.airasia.com/flightstatus/en/gb,2026-04-26 19:30:24
contact air asia perth,AU,Australia,English,"AirAsia (Organization), Perth (Location)",true,true,false,true,false,false,,0,3,0.78,0,0,10,,https://www.airasia.com/flights/perth-international-airport-perth/,2026-03-29 17:07:02
airasia promo manila to iloilo,PH,Philippines,English,AirAsia promo (Event),true,true,false,true,true,true,,0,0,0.04,0,0,1,,https://www.airasia.com/flights/from-manila-mnl-to-iloilo-ilo/,2026-04-03 15:55:27
d7 188 flight status,IN,India,English,D7 188 (Event),true,false,false,true,false,false,"People also ask, Sitelinks",0,26,,0,0,4,,https://www.airasia.com/flightstatus/,2026-04-26 13:31:17
บินตรง หาดใหญ่ ขอนแก่น,TH,Thailand,Thai,"Hat Yai (Location), Khon Kaen (Location)",false,true,false,true,false,false,"Top ads, Paid sitelinks, People also ask, Bottom ads",0,0,0.04,0,0,8,,https://www.airasia.com/flights/th/th/from-hat-yai-hdy-to-khon-kaen-kkc/,2026-04-17 16:27:53
บินตรง หาดใหญ่ ขอนแก่น มีวันไหนบ้าง,TH,Thailand,Thai,"Hat Yai (Location), Khon Kaen (Location)",false,true,false,true,true,false,"Thumbnail, People also ask",0,0,0.04,0,0,9,,https://www.airasia.com/flights/th/th/from-hat-yai-hdy-to-khon-kaen-kkc/,2026-03-30 18:17:06
air asia เช็คอิน,TH,Thailand,Thai,AirAsia (Organization),true,false,true,false,false,true,"AI Overview, Thumbnail, People also ask, Video preview",30,0,0.30,0,0,1,AI Overview,https://www.airasia.com/check-in/th/th,2026-04-21 03:15:48
air asia baggage check in,MY,Malaysia,English,AirAsia (Organization),true,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Sitelinks",0,1,0.30,0,0,1,AI Overview,https://www.airasia.com/aa/inflight-comforts/en/gb/value-pack.html,2026-04-03 08:21:08
excess baggage airasia,PH,Philippines,English,AirAsia (Organization),true,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Sitelinks",10,1,0.01,0,0,1,AI Overview,https://www.airasia.com/aa/inflight-comforts/en/gb/baggage.html,2026-04-06 01:32:04
airasi,BN,Brunei Darussalam,English,AirAsia (Organization),true,false,false,true,true,false,Sitelinks,0,68,,0,0,1,,https://www.airasia.com/en/gb,2026-03-07 00:05:28
extra baggage airasia,MY,Malaysia,English,AirAsia (Organization),true,false,false,true,true,false,"AI Overview, Thumbnail, People also ask, Video preview",40,0,0.38,0,0,1,AI Overview,https://www.airasia.com/aa/inflight-comforts/en/gb/baggage.html,2026-04-05 21:54:55
extra baggage airasia,PH,Philippines,English,AirAsia (Organization),true,false,false,true,true,true,"AI Overview, Thumbnail, People also ask, Video preview",0,1,0.02,0,0,1,AI Overview,https://www.airasia.com/aa/inflight-comforts/en/gb/baggage.html,2026-04-17 06:45:28
asia airlines nz,NZ,New Zealand,English,"Asia Airlines (Organization), New Zealand (Location)",true,true,false,true,true,false,"AI Overview, Thumbnail, People also ask",0,3,0.19,0,0,2,,https://www.airasia.com/flights/,2026-04-12 06:37:30
d7 188 flight status,AU,Australia,English,D7 188 (Event),true,false,false,true,false,false,"People also ask, Sitelinks",0,0,,0,0,2,,https://www.airasia.com/flightstatus/,2026-04-10 23:23:17
air asia.com,KH,Cambodia,,airasia.com (Organization),true,false,true,true,false,false,"Top ads, Paid sitelinks, Sitelinks",0,69,0.09,0,0,1,,https://www.airasia.com/en/gb,2026-04-25 01:32:53
air asia.com,AE,United Arab Emirates,,AirAsia (Organization),true,false,true,true,false,false,Sitelinks,0,74,0.12,0,0,1,,https://www.airasia.com/en/gb,2026-03-27 05:49:17
harga tiket pesawat citilink surabaya jayapura,ID,Indonesia,Indonesian,"Citilink (Organization), Surabaya Jayapura (Event)",true,true,false,true,true,false,People also ask,0,0,,0,0,11,,https://www.airasia.com/flights/id/id/from-surabaya-sub-to-jayapura-djj/,2026-04-09 07:36:35
piso fare air asia 2023,PH,Philippines,Tagalog,"AirAsia (Organization), Piso Fare (Event)",true,false,false,true,true,false,"People also ask, Thumbnail",0,0,0.02,0,0,3,,https://www.airasia.com/flights/ph/en/campaign-piso-sale/,2026-04-20 18:08:17
ตรัง-ดอนเมือง,TH,Thailand,Thai,"Trang (Location), Don Mueang (Location)",false,true,false,true,false,false,,0,0,0.19,0,0,8,,https://www.airasia.com/flights/th/th/from-trang-tst-to-bangkok-dmk/,2026-04-21 03:35:42
air asia.com,MM,Myanmar,,airasia.com (Organization),true,false,true,true,false,false,"Top ads, Sitelinks, Bottom ads, Paid sitelinks",0,62,0.04,0,0,1,,https://www.airasia.com/en/gb,2026-03-27 09:24:35
air asia.com,SA,Saudi Arabia,,AirAsia.com (Organization),true,false,true,true,false,false,Sitelinks,0,70,0.06,0,0,1,,https://www.airasia.com/en/gb,2026-03-25 04:51:30
flight manila to johor bahru,US,United States,English,,false,false,false,true,true,false,People also ask,0,0,,0,0,10,,https://www.airasia.com/flights/from-manila-mnl-to-johor-bahru-jhb/,2026-03-25 23:13:47
หา ตั๋ว ราคา ถูก,TH,Thailand,Thai,,false,false,false,true,true,true,"Thumbnail, People also ask",0,73,,0,0,9,,https://www.airasia.com/flights/th/th/,2026-04-08 14:06:02
air asia.com,BD,Bangladesh,,air asia.com (Organization),true,false,true,true,true,false,Sitelinks,0,68,0.01,0,0,1,,https://www.airasia.com/en/gb,2026-03-27 03:05:29
flight krabi to melbourne,US,United States,English,,false,false,false,true,true,false,People also ask,0,0,,0,0,7,,https://www.airasia.com/flights/from-krabi-kbv-to-melbourne-avv/,2026-04-14 22:40:29
checked in,MY,Malaysia,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, Video preview, People also ask, Sitelinks",50,7,0.05,0,0,1,AI Overview,https://www.airasia.com/check-in/en/gb,2026-04-22 16:01:27
air asia.com,HK,Hong Kong,,airasia.com (Organization),true,false,true,true,false,false,,0,68,,0,0,1,,https://www.airasia.com/en/gb,2026-04-12 11:29:54
air asia.com,MV,Maldives,,airasia.com (Organization),true,false,true,true,false,false,Sitelinks,0,67,0.05,0,0,1,,https://www.airasia.com/en/gb,2026-02-01 07:51:02
airasia bhubaneswar to bangalore flight status,IN,India,English,AirAsia (Organization),true,true,false,true,false,false,People also ask,0,0,,0,0,1,,https://www.airasia.com/flightstatus/en/gb,2026-04-12 00:10:42
air asia.com,JP,Japan,,AirAsia (Organization),true,false,true,true,false,false,People also ask,0,58,0.16,0,0,1,,https://www.airasia.com/en/gb,2026-04-04 12:56:54
air asia.com,LK,Sri Lanka,,airasia.com (Organization),true,false,true,true,false,false,Sitelinks,0,74,0.04,0,0,1,,https://www.airasia.com/en/gb,2026-04-24 18:43:57
airasia login check-in,MY,Malaysia,English,AirAsia (Organization),true,false,true,false,false,true,"Sitelinks, People also ask",0,62,0.07,0,0,1,,https://www.airasia.com/check-in/en/gb,2026-03-29 04:24:11
manila to.singapore flights,PH,Philippines,English,"Manila (Location), Singapore (Location)",false,true,false,true,true,false,,0,0,,0,0,6,,https://www.airasia.com/flights/from-manila-mnl-to-singapore-sin/,2026-03-30 04:16:29
airasia退款,HK,Hong Kong,Chinese,AirAsia (Organization),true,false,false,true,false,true,People also ask,0,0,,0,0,6,,https://www.airasia.com/aa/about-us/zh/hk/flights-general-terms-and-conditions.html,2026-04-22 16:03:17
air asia kolkata to bhubaneswar flight status,IN,India,English,Air Asia (Organization),true,true,false,true,false,false,People also ask,0,0,0.01,0,0,1,,https://www.airasia.com/flightstatus/en/gb,2026-04-12 05:00:28
エアアジア ハワイ 運行状況,JP,Japan,Japanese,"AirAsia (Organization), Hawaii (Location)",true,true,false,true,false,false,"People also ask, Sitelinks",0,0,0.24,0,0,1,,https://www.airasia.com/flightstatus/ja/jp,2026-03-29 13:12:35
manila to calbayog flights promo 2023,PH,Philippines,English,Manila to Calbayog (Event),false,true,false,true,true,true,Sitelinks,0,0,0.02,0,0,2,,https://www.airasia.com/flights/from-manila-mnl-to-calbayog-cyp/,2026-03-30 14:13:18
สํารองที่นั่ง แอร์เอเชีย,TH,Thailand,Thai,AirAsia (Organization),true,false,false,true,false,false,"AI Overview, People also ask",0,0,,0,0,1,,https://www.airasia.com/aa/inflight-comforts/th/th/seats.html,2026-04-09 21:25:52
কলকাতা থেকে শ্রীনগরের সস্তায় বিমান টিকেট,BD,Bangladesh,Bengali,"Kolkata (Location), Srinagar (Location)",false,true,false,true,true,true,People also ask,0,0,0.02,0,0,9,,https://www.airasia.com/flights/from-kolkata-ccu-to-srinagar-sxr/,2026-04-07 08:51:32
air asia business class,US,United States,English,AirAsia (Organization),true,false,false,true,true,false,"AI Overview, Video preview, Thumbnail, People also ask, Sitelinks",40,0,1.33,0,0,1,AI Overview,https://www.airasia.com/aa/inflight-comforts/en/gb/premium-flatbed.html,2026-03-28 13:53:18
tiket murah ke bandara kendari,US,United States,Indonesian,Kendari Airport (Location),false,true,false,true,true,true,People also ask,0,0,,0,0,11,,https://www.airasia.com/flights/id/id/from-jakarta-cgk-to-kendari-kdi/,2026-03-28 08:26:52
airasia ewallet,MY,Malaysia,English,AirAsia (Organization),true,false,false,true,false,false,People also ask,0,28,,0,0,1,,https://www.airasia.com/aa/pocket/index.html,2026-04-10 20:25:28
boracay ticket price 2023,PH,Philippines,English,Boracay (Location),false,false,false,true,true,false,"People also ask, Sitelinks",0,2,0.02,0,0,5,,https://www.airasia.com/flights/from-manila-mnl-to-caticlan-boracay-mph/,2026-04-23 14:32:02
air asia promotion booking,US,United States,English,AirAsia (Organization),true,false,false,true,true,true,"People also ask, Sitelinks",0,28,,0,0,1,,https://www.airasia.com/promotions/flights/,2026-04-06 17:14:52
i5 792 flight status,IN,India,English,I5 792 (Event),true,false,false,true,false,false,"Sitelinks, People also ask",0,0,,0,0,5,,https://www.airasia.com/flightstatus/,2026-03-29 12:27:44
airasia行李托运价格2023,MY,Malaysia,Chinese,AirAsia (Organization),true,false,false,true,false,false,"Sitelinks, People also ask",0,1,,0,0,1,,https://www.airasia.com/aa/about-us/zh/cn/fees-and-charges.html,2026-04-09 18:05:09
air aisa booking online,US,United States,English,AirAsia (Organization),true,false,false,false,false,true,"People also ask, Video preview, Top stories, Thumbnail, Bottom ads",0,68,0.83,0,0,1,,https://www.airasia.com/guest/,2026-04-26 03:22:02
air asia flight status international,IN,India,English,AirAsia (Organization),true,false,false,true,false,false,People also ask,0,12,,0,0,1,,https://www.airasia.com/flightstatus/en/gb,2026-04-24 13:37:07
malaysia to sri lanka airasia ticket price,MY,Malaysia,English,AirAsia (Organization),true,false,false,true,true,false,"AI Overview, Thumbnail, People also ask",0,0,0.03,0,0,2,,https://www.airasia.com/flights/from-kuala-lumpur-kul-to-colombo-cmb/,2026-04-09 18:20:58
fast pass airasia,MY,Malaysia,English,"AirAsia (Organization), Fast Pass (Product)",true,false,false,true,true,false,"AI Overview, Thumbnail, Video preview, Sitelinks, People also ask",10,0,,0,0,1,AI Overview,https://www.airasia.com/aa/en/gb/fast-pass/,2026-04-04 23:20:52
airasia contact number philippines 2023,PH,Philippines,English,"AirAsia (Organization), Philippines (Location)",true,true,false,true,false,false,"Featured snippet, People also ask, Sitelinks",0,26,,0,0,6,,https://www.airasia.com/aa/pdf/sales-office/list-of-sales-office.pdf,2026-04-01 06:46:17
eastern wishes nanyang & thai cuisine,MY,Malaysia,English,Eastern Wishes Nanyang & Thai Cuisine (Organization),true,false,false,true,false,false,"Thumbnail, People also ask",0,0,,0,0,5,,https://www.airasia.com/aa/restaurant-lists/eastern-wishes-delivery/,2026-04-25 14:20:27
airasia i5 338 flight status,IN,India,English,"AirAsia (Organization), I5 338 (Event)",true,false,false,true,false,false,"Sitelinks, People also ask",0,7,,0,0,3,,https://www.airasia.com/flightstatus/,2026-03-29 23:34:50
airasia ride รีวิว,TH,Thailand,Thai,AirAsia Ride (Product),true,false,false,true,false,false,People also ask,0,0,,0,0,2,,https://www.airasia.com/ride/airport-ride,2026-04-16 10:33:02
kul to penang flight ticket,MY,Malaysia,English,Kuala Lumpur to Penang (Event),false,true,false,true,true,true,,0,0,0.17,0,0,5,,https://www.airasia.com/flights/from-kuala-lumpur-kul-to-penang-pen/,2026-04-12 01:43:02
air asia india seat map,IN,India,English,AirAsia India (Organization),true,false,false,true,false,false,"Sitelinks, Thumbnail, People also ask",0,1,,0,0,1,,https://www.airasia.com/aa/inflight-comforts/en/gb/seats.html,2026-04-15 00:43:40
泰国亚洲航空,HK,Hong Kong,Chinese,Thai AirAsia (Organization),true,false,false,true,true,false,Sitelinks,0,26,,0,0,1,,https://www.airasia.com/zh/tw,2026-04-17 22:09:27
airasia.com/check in,PH,Philippines,English,airasia.com (Organization),true,false,true,false,false,true,"Sitelinks, People also ask",0,47,0.02,0,0,1,,https://www.airasia.com/check-in/en/gb,2026-03-31 09:06:13
flight ticket cancellation charges air asia,IN,India,English,AirAsia (Organization),true,false,false,true,false,false,"AI Overview, People also ask",0,0,,0,0,3,,https://www.airasia.com/aa/pdf/about-us/fee-charges-z2.pdf,2026-03-25 07:44:31
airasia promo manila to bacolod,PH,Philippines,English,AirAsia promo (Event),true,true,false,true,true,true,People also ask,0,0,0.03,0,0,1,,https://www.airasia.com/flights/from-manila-mnl-to-bacolod-bcd/,2026-04-07 11:22:28
hand carry luggage airasia,MY,Malaysia,English,AirAsia (Organization),true,false,false,true,false,false,"AI Overview, Thumbnail, Video preview, People also ask, Sitelinks",10,0,,0,0,1,AI Overview,https://www.airasia.com/aa/inflight-comforts/en/gb/baggage.html,2026-03-27 14:05:22
air asia ticket langkawi,MY,Malaysia,English,"AirAsia (Organization), Langkawi (Location)",true,true,false,true,true,true,People also ask,0,1,0.04,0,0,1,,https://www.airasia.com/flights/from-kuala-lumpur-kul-to-langkawi-lgk/,2026-03-25 11:32:28
www.air asia india,IN,India,English,AirAsia India (Organization),true,false,true,true,true,false,"Sitelinks, People also ask",0,43,0.03,0,0,1,,https://www.airasia.com/flights/india/,2026-03-27 10:47:03
airasia cabin luggage,MY,Malaysia,English,AirAsia (Organization),true,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Sitelinks",100,0,0.05,0,0,1,AI Overview,https://www.airasia.com/aa/inflight-comforts/en/gb/baggage.html,2026-04-15 13:35:48
airasia bangalore to chennai flight status,IN,India,English,AirAsia (Organization),true,true,false,true,false,false,People also ask,0,0,0.01,0,0,1,,https://www.airasia.com/flightstatus/en/gb,2026-04-11 22:41:51
i5-315 airasia status delhi to srinagar,IN,India,English,"AirAsia (Organization), I5-315 (Event)",true,true,false,true,false,false,"Featured snippet, People also ask, Sitelinks",0,0,,0,0,5,,https://www.airasia.com/flightstatus/en/gb,2026-04-10 06:18:32
tiket pesawat pekanbaru - jakarta murah,ID,Indonesia,Indonesian,Pekanbaru - Jakarta (Event),false,true,false,true,true,true,,0,0,0.03,0,0,9,,https://www.airasia.com/flights/id/id/from-pekanbaru-pku-to-jakarta-cgk/,2026-04-01 21:09:44
penerbangan solo pontianak langsung,ID,Indonesia,Indonesian,"Solo (Location), Pontianak (Location)",false,true,false,true,true,false,"People also ask, Sitelinks",0,0,0.02,0,0,6,,https://www.airasia.com/flights/id/id/from-solo-soc-to-pontianak-pnk/,2026-04-13 23:32:51
ราคาตั๋วเครื่องบินขอนแก่นภูเก็ต,TH,Thailand,Thai,"Khon Kaen (Location), Phuket (Location)",false,true,false,true,true,false,People also ask,0,0,0.03,0,0,7,,https://www.airasia.com/flights/th/th/from-khon-kaen-kkc-to-phuket-hkt/,2026-04-15 18:57:27
airasiawebcheckin,IN,India,English,AirAsia Web Check-in (Product),true,false,true,true,false,true,"People also ask, Video preview",0,0,0.01,0,0,1,,https://www.airasia.com/check-in/en/gb,2026-04-06 13:36:41
airasia add baggage price list,MY,Malaysia,English,AirAsia (Organization),true,false,false,true,true,false,"AI Overview, Thumbnail, People also ask, Sitelinks",10,0,0.35,0,0,1,AI Overview,https://www.airasia.com/aa/pdf/about-us/fee-charges-ak.pdf,2026-03-27 15:48:02
泰國亞洲航空評價,TW,Taiwan,Chinese,Thai AirAsia (Organization),true,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Sitelinks, Video preview",1500,0,,0,0,4,People also ask,https://www.airasia.com/aa/inflight-comforts/zh/tw/seats.html,2026-04-11 07:32:23
promo airlines ticket 2023,PH,Philippines,English,,false,false,false,true,true,false,"People also ask, Sitelinks, Thumbnail",0,9,0.03,0,0,5,,https://www.airasia.com/promotions/flights/ph,2026-04-23 14:52:47
air asia super plus,MY,Malaysia,English,"AirAsia (Organization), SUPER+ (Product)",true,false,false,true,true,false,"Sitelinks, People also ask, Thumbnail",0,0,,0,0,1,,https://www.airasia.com/superplus/en/gb/terms-and-conditions/super-my,2026-03-26 23:25:28
air asia super plus,TH,Thailand,English,"AirAsia (Organization), AirAsia Super+ (Product)",true,false,false,true,true,false,Video preview,0,0,,0,0,1,,https://www.airasia.com/superplus/en/gb/faq/super-pre-th,2026-04-01 16:32:50
harga tiket pesawat lion air semarang - banjarmasin,ID,Indonesia,Indonesian,"Lion Air (Organization), Semarang - Banjarmasin (Event)",true,true,false,true,true,false,People also ask,0,0,,0,0,11,,https://www.airasia.com/flights/id/id/from-semarang-srg-to-banjarmasin-bdj/,2026-04-02 20:55:03
how to book air asia flight,PH,Philippines,English,AirAsia flight (Product),true,false,false,true,false,true,"AI Overview, Thumbnail, Video preview, People also ask, Discussions and forums",0,59,0.06,0,0,1,AI Overview,https://www.airasia.com/flights/,2026-04-08 07:48:49
tiket pesawat murah balikpapan medan,ID,Indonesia,Indonesian,"Balikpapan (Location), Medan (Location)",false,true,false,false,true,true,"Top ads, Paid sitelinks, People also ask",0,0,0.02,0,0,10,,https://www.airasia.com/flights/id/id/from-balikpapan-bpn-to-medan-kualanamu-kno/,2026-04-21 13:54:23
batik air vs air asia,MY,Malaysia,English,"Batik Air (Organization), Air Asia (Organization)",true,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Video preview, Sitelinks",50,0,0.30,0,0,1,AI Overview,https://www.airasia.com/flights/airline/batik-air/,2026-04-23 01:19:27
air asia extra baggage charges,MY,Malaysia,English,AirAsia (Organization),true,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Sitelinks",30,0,,0,0,1,AI Overview,https://www.airasia.com/aa/pdf/about-us/fee-charges-fd.pdf,2026-04-23 13:00:50
airasia member level,MY,Malaysia,English,AirAsia (Organization),true,false,false,true,false,false,"AI Overview, Thumbnail, Sitelinks, People also ask",0,0,,0,0,3,,https://www.airasia.com/aa/rewards/en/gb/rewards-membership.html,2026-03-31 15:07:31
airasia sign up,AU,Australia,English,AirAsia (Organization),true,false,true,false,false,true,People also ask,0,24,,0,0,1,,https://www.airasia.com/account/,2026-04-10 01:31:53
air asia.com login,PH,Philippines,English,air asia.com (Organization),true,false,true,false,false,false,"People also ask, Bottom ads",0,59,0.06,0,0,2,,https://www.airasia.com/guest/,2026-03-24 16:04:49
เลขเด็ดฝันว่าได้ขึ้นเครื่องบิน,TH,Thailand,Thai,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Video preview",0,0,,0,0,50,,https://www.airasia.com/flights/th/th/,2026-03-02 10:30:15
จองตั๋วเครื่องบิน นราธิวาส-กรุงเทพ,TH,Thailand,Thai,Narathiwat-Bangkok (Event),false,true,false,false,true,true,"AI Overview, Thumbnail, People also ask",0,0,0.07,0,0,1,AI Overview,https://www.airasia.com/flights/th/th/from-narathiwat-naw-to-bangkok-dmk/,2026-04-05 06:27:02
air asia.com login,ID,Indonesia,English,air asia.com (Organization),true,false,true,false,false,false,Sitelinks,0,53,0.07,0,0,1,,https://www.airasia.com/account/,2026-04-01 18:20:47
airasia miri airport contact number,MY,Malaysia,English,"AirAsia (Organization), Miri Airport (Location)",true,true,false,true,false,false,"People also ask, Knowledge panel",0,0,,0,0,2,,https://www.airasia.com/aa/pdf/sales-office/list-of-sales-office.pdf,2026-04-10 08:22:27
airasia取消机票,MY,Malaysia,Chinese,AirAsia (Organization),true,false,false,true,false,true,"AI Overview, People also ask",0,0,,0,0,12,,https://www.airasia.com/aa/about-us/zh/hk/flights-general-terms-and-conditions.html,2026-04-06 14:20:29
check in baggage size,MY,Malaysia,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask",50,23,0.05,0,0,1,AI Overview,https://www.airasia.com/aa/inflight-comforts/en/gb/baggage.html,2026-03-29 20:44:28
air asia.com login,IN,India,English,airasia.com (Organization),true,false,true,false,false,false,,0,57,0.02,0,0,1,,https://www.airasia.com/guest/,2026-03-24 13:44:04
air asia padang-kuala lumpur,ID,Indonesia,English,"AirAsia (Organization), Padang-Kuala Lumpur (Event)",true,true,false,true,true,true,"People also ask, Video preview",0,0,0.02,0,0,1,,https://www.airasia.com/flights/id/id/from-padang-pdg-to-kuala-lumpur-kul/,2026-04-13 21:15:10
エアアジア フィリピン 成田,JP,Japan,Japanese,"AirAsia Philippines (Organization), Philippines (Location), Narita (Location)",true,true,false,true,false,false,"Top ads, Paid sitelinks, People also ask, Thumbnail, Bottom ads",0,0,0.14,0,0,11,,https://www.airasia.com/flightstatus/ja/jp,2026-04-24 15:39:54
air asia flight tracker,NZ,New Zealand,English,AirAsia (Organization),true,false,false,true,false,false,,0,7,,0,0,1,,https://www.airasia.com/flightstatus/en/gb,2026-04-18 22:37:39
airasia india manage booking,IN,India,English,AirAsia India (Organization),true,false,true,false,false,true,,0,67,0.23,0,0,2,,https://www.airasia.com/check-in/en/gb,2026-04-18 09:44:02
น้ําหนักกระเป๋า airasia ราคา 2566,TH,Thailand,Thai,AirAsia (Organization),true,false,false,true,true,false,"People also ask, Sitelinks",0,0,,0,0,1,,https://www.airasia.com/aa/inflight-comforts/th/th/baggage.html,2026-04-14 21:55:27
airasia egift voucher 2023,MY,Malaysia,English,AirAsia (Organization),true,false,false,true,true,false,"People also ask, Sitelinks",0,0,0.03,0,0,1,,https://www.airasia.com/aa/about-us/en/gb/airasia-gifts-terms-and-conditions.html,2026-04-01 01:39:29
harga bagasi airasia rute internasional,ID,Indonesia,Indonesian,AirAsia (Organization),true,false,false,true,false,false,"AI Overview, Thumbnail, People also ask",0,0,,0,0,4,,https://www.airasia.com/aa/about-us/id/id/fees-and-charges.html,2026-04-22 03:59:54
airasia egift voucher 2023,PH,Philippines,English,AirAsia (Organization),true,false,false,true,true,true,"People also ask, Sitelinks",0,0,0.05,0,0,5,,https://www.airasia.com/aa/about-us/en/gb/airasia-gifts-terms-and-conditions.html,2026-04-05 09:29:50
nasi lemak pak nasser,ID,Indonesia,Indonesian,Nasi Lemak Pak Nasser (Product),true,false,false,true,false,false,"AI Overview, Thumbnail, Knowledge panel, People also ask",40,0,,0,0,1,AI Overview,https://www.airasia.com/aa/inflight-comforts/en/gb/hot-meals.html,2026-03-25 17:49:17
airasia จอง ตั๋ว เครื่องบิน,TH,Thailand,Thai,AirAsia (Organization),true,false,true,false,true,true,People also ask,0,34,,0,0,1,,https://www.airasia.com/flights/th/th/,2026-04-25 03:32:28
เอเจ่นแอร์เอเซีย,TH,Thailand,Thai,,false,false,false,true,false,false,"Sitelinks, People also ask",0,45,,0,0,1,,https://www.airasia.com/agent/login/th/th,2026-04-12 20:17:25
airfare promo manila to boracay,PH,Philippines,English,,false,true,false,true,true,false,,0,1,0.03,0,0,10,,https://www.airasia.com/flights/from-manila-mnl-to-caticlan-boracay-mph/,2026-03-31 21:54:10
เที่ยวบิน กรุงเทพ เวียงจันทน์ แอร์เอเชีย,TH,Thailand,Thai,"AirAsia (Organization), Bangkok (Location), Vientiane (Location)",true,true,false,true,true,true,AI Overview,0,0,0.08,0,0,3,,https://www.airasia.com/flights/th/th/from-bangkok-dmk-to-vientiane-vte/,2026-04-09 04:00:52
airasia travel requirements domestic flights philippines 2022,PH,Philippines,English,"AirAsia (Organization), Philippines (Location)",true,false,false,true,false,false,"People also ask, Sitelinks",0,4,,0,0,3,,https://www.airasia.com/aa/about-us/en/gb/travel-safe-with-airasia.html,2026-03-29 00:04:17
or 379 flight radar,NL,Netherlands,English,OR379 (Event),true,false,false,true,false,false,People also ask,0,53,0.06,0,0,7,,https://www.airasia.com/flightstatus/en/gb,2026-04-19 21:26:52
จองตั๋วเครื่องบินกรุงเทพ สกลนคร,TH,Thailand,Thai,"Bangkok (Location), Sakon Nakhon (Location)",false,true,false,false,true,true,"Top ads, Video preview, Bottom ads",0,0,0.10,0,0,6,,https://www.airasia.com/flights/th/th/from-bangkok-dmk-to-sakon-nakhon-sno/,2026-04-14 12:58:23
airasia i5 820 flight status,IN,India,English,"AirAsia (Organization), I5 820 (Event)",true,false,false,true,false,false,"People also ask, Sitelinks",0,6,,0,0,2,,https://www.airasia.com/flightstatus/en/gb,2026-04-12 13:41:29
airasia ride fare,MY,Malaysia,English,AirAsia Ride (Product),true,false,false,true,false,false,"Sitelinks, People also ask",0,0,,0,0,1,,https://www.airasia.com/ride/,2026-04-24 09:56:40
how to check-in online,PH,Philippines,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, Video preview, People also ask",10,4,0.05,0,0,1,AI Overview,https://www.airasia.com/check-in/en/gb,2026-04-21 21:07:32
airasia i5 560 flight status,IN,India,English,"AirAsia (Organization), I5 560 (Event)",true,false,false,true,false,false,"Sitelinks, People also ask",0,0,,0,0,2,,https://www.airasia.com/flightstatus/en/gb,2026-04-05 11:08:53
harga tiket ke sabah 2023,MY,Malaysia,Indonesian,Sabah (Location),false,true,false,true,true,false,"AI Overview, Thumbnail, Sitelinks",0,0,0.03,0,0,9,,https://www.airasia.com/flights/ms/my/from-kuala-lumpur-kul-to-kota-kinabalu-bki/,2026-04-14 11:15:10
airaisa web checkin,IN,India,English,AirAsia (Organization),true,false,true,false,false,true,Sitelinks,0,0,0.01,0,0,1,,https://www.airasia.com/check-in/en/gb,2026-04-11 01:45:17
tiket pesawat jogja batam murah,ID,Indonesia,Indonesian,"Yogyakarta (Location), Batam (Location)",false,true,false,true,true,true,People also ask,0,0,0.02,0,0,6,,https://www.airasia.com/flights/id/id/from-yogyakarta-kulon-progo-yia-to-batam-bth/,2026-04-12 00:29:35
airasia .com,IN,India,,airasia.com (Organization),true,false,true,true,false,false,Sitelinks,0,74,,0,0,1,,https://www.airasia.com/en/gb,2026-04-22 10:47:31
air asia flugplan,DE,Germany,German,AirAsia (Organization),true,false,false,true,false,false,People also ask,0,48,,0,0,1,,https://www.airasia.com/flights/,2026-04-12 06:12:28
