Keyword,Country,Location,Language,Entities,Branded,Local,Navigational,Informational,Commercial,Transactional,SERP features,Volume,KD,CPC,Organic traffic,Paid traffic,Current position,Current position kind,Current URL,Updated
flight time from perth to vietnam,AU,Australia,English,"Perth (Location), Vietnam (Location)",false,true,false,true,false,false,People also ask,30,0,,1,0,8,,https://www.singaporeair.com/en-au/flights-from-perth-to-vietnam,2026-03-31 21:03:27
airline sales coming up,AU,Australia,English,,false,false,false,true,true,false,"AI Overview, Thumbnail, People also ask",30,40,0.22,1,0,9,,https://www.singaporeair.com/en_UK/au/plan-travel/local-promotions/australia/fare-deals/,2026-04-01 04:02:33
vol france philippines,FR,France,French,"France (Location), Philippines (Location)",false,false,false,true,true,false,"Top ads, Paid sitelinks, People also ask",40,0,0.05,1,0,8,,https://www.singaporeair.com/fr-fr/vols-de-paris-a-philippines,2026-04-25 12:29:27
manila sydney flights,AU,Australia,English,"Manila (Location), Sydney (Location)",false,true,false,true,true,false,People also ask,30,0,,1,0,8,,https://www.singaporeair.com/en-ph/flights-from-manila-to-sydney,2026-04-05 17:54:33
flight time singapore to osaka,SG,Singapore,English,,false,false,false,true,false,false,"AI Overview, People also ask",30,0,,1,0,9,,https://www.singaporeair.com/en-sg/flights-from-singapore-to-osaka,2026-04-21 02:17:41
phuket vol,FR,France,French,Phuket (Location),false,true,false,true,true,false,People also ask,50,0,0.12,1,0,8,,https://www.singaporeair.com/fr-fr/vols-pour-phuket,2026-04-28 11:47:29
flights london to manila,US,United States,English,,false,true,false,true,true,true,People also ask,30,0,0.23,1,0,8,,https://www.singaporeair.com/en-gb/flights-from-london-to-manila,2026-04-14 12:55:52
barcelona to auckland,NZ,New Zealand,English,"Barcelona (Location), Auckland (Location)",false,true,false,true,true,false,"Top ads, People also ask, Bottom ads, Paid sitelinks",30,0,,1,0,8,,https://www.singaporeair.com/en-es/flights-from-barcelona-to-auckland,2026-03-30 22:22:34
roma to cairns,AU,Australia,English,,false,true,false,true,true,false,People also ask,30,0,0.14,1,0,8,,https://www.singaporeair.com/en-it/flights-from-rome-to-cairns,2026-04-27 12:48:47
perth to switzerland flight time,AU,Australia,English,"Perth (Location), Switzerland (Location)",false,true,false,true,false,false,People also ask,30,0,,1,0,8,,https://www.singaporeair.com/en-au/flights-from-perth-to-switzerland,2026-04-14 07:38:26
vliegtickets adelaide,NL,Netherlands,Dutch,Adelaide (Location),false,true,false,true,true,true,Sitelinks,30,0,0.08,1,0,8,,https://www.singaporeair.com/nl-nl/vluchten-vanaf-amsterdam-naar-adelaide,2026-04-02 18:27:03
how much are business class flights to new zealand,GB,United Kingdom,English,New Zealand (Location),false,false,false,true,true,false,People also ask,30,0,0.26,1,0,8,,https://www.singaporeair.com/en_UK/gb/plan-travel/local-promotions/gb-flights-to-new-zealand/,2026-03-30 13:10:53
vliegen naar perth,NL,Netherlands,Dutch,Perth (Location),false,true,false,true,true,true,"People also ask, Sitelinks",30,0,0.09,1,0,8,,https://www.singaporeair.com/nl-nl/vluchten-naar-perth,2026-04-18 23:50:56
delhi to cape town,IN,India,English,,false,false,false,true,true,false,People also ask,100,0,0.03,1,0,10,,https://www.singaporeair.com/en-in/flights-from-delhi-to-cape-town,2026-04-04 22:33:09
new york to singapore flight time,US,United States,English,"New York (Location), Singapore (Location)",false,true,false,true,false,false,"AI Overview, Thumbnail, People also ask, Video preview",800,0,0.10,1,0,18,,https://www.singaporeair.com/en-sg/flights-from-singapore-to-new-york,2026-04-19 20:12:27
flights to africa,NZ,New Zealand,English,Africa (Location),false,false,false,true,true,true,"People also ask, Thumbnail, Bottom ads",40,0,0.09,1,0,10,,https://www.singaporeair.com/en-nz/flights-from-auckland-to-south-africa,2026-04-15 01:41:20
kl to madrid,MY,Malaysia,English,,false,false,false,true,true,false,"People also ask, Bottom ads, Paid sitelinks",40,0,0.11,1,0,10,,https://www.singaporeair.com/en-my/flights-from-kuala-lumpur-to-madrid,2026-04-17 22:18:54
tiket pesawat indonesia ke singapura,ID,Indonesia,Indonesian,Singapore (Location),false,true,false,true,true,true,People also ask,40,0,0.02,1,0,10,,https://www.singaporeair.com/id-id/penerbangan-dari-jakarta-ke-singapore,2026-04-13 14:43:33
syd to kul,US,United States,English,"Sydney (Location), Kuala Lumpur (Location)",false,true,false,true,true,false,,40,0,,1,0,10,,https://www.singaporeair.com/en-au/flights-from-sydney-to-kuala-lumpur,2026-04-13 20:26:50
london to singapore flight time,US,United States,English,,false,false,false,true,false,false,"People also ask, Sitelinks",300,0,0.10,1,0,11,,https://www.singaporeair.com/flight-schedule,2026-04-18 07:59:28
kul to hanoi,MY,Malaysia,English,,false,false,false,true,true,true,"Top ads, Paid sitelinks, People also ask, Bottom ads, Video preview",800,0,0.26,1,0,13,,https://www.singaporeair.com/en-my/flights-from-kuala-lumpur-to-hanoi,2026-04-09 12:45:33
airlines,HK,Hong Kong,English,,false,false,false,true,false,false,"Top stories, Thumbnail, People also ask",500,76,0.41,1,0,16,,https://www.singaporeair.com/en_UK/sg/home,2026-04-22 20:30:00
peter seah lim huat,US,United States,,Peter Seah Lim Huat (Person),false,false,false,true,false,false,"Thumbnail, People also ask, Knowledge panel",70,0,,1,0,12,,https://www.singaporeair.com/en_UK/sg/about-us/information-for-investors/SIA-Director/,2026-04-16 21:56:42
www.singapore.com.sg,ID,Indonesia,,Singapore (Location),false,true,true,true,false,false,People also ask,20,85,0.14,1,0,2,,https://www.singaporeair.com/en_UK/sg/home,2026-03-31 01:18:27
3600 usd to aud,AU,Australia,English,,false,false,false,true,false,false,"People also ask, Sitelinks",800,15,4.29,1,0,16,,https://www.singaporeair.com/krisflyer/miles/miles-calculator,2026-04-18 01:16:26
seattle to melbourne,US,United States,English,,false,false,false,true,true,false,People also ask,150,0,0.23,1,0,9,,https://www.singaporeair.com/en-us/flights-from-seattle-to-melbourne,2026-04-07 23:30:17
sq278 seating,AU,Australia,English,SQ278 (Event),false,false,false,true,false,false,"People also ask, Sitelinks",0,1,,1,0,1,,https://www.singaporeair.com/content/dam/sia/web-assets/pdfs/flying-withus/our-story/boeing787-10.pdf,2026-04-04 09:33:02
singapore to brussels,BR,Brazil,English,"Singapore (Location), Brussels (Location)",false,true,false,true,true,false,People also ask,0,0,,1,0,1,,https://www.singaporeair.com/en-sg/flights-from-singapore-to-brussels,2026-04-03 13:38:53
sq sin del,IN,India,English,,false,false,false,true,false,false,People also ask,0,0,,1,0,1,,https://www.singaporeair.com/en-sg/flights-from-singapore-to-delhi,2026-03-28 08:43:52
gold coast to singapore flight,AU,Australia,English,"Gold Coast (Location), Singapore (Location)",false,true,false,true,true,false,"Thumbnail, People also ask",0,0,,1,0,1,,https://www.singaporeair.com/en-au/flights-from-gold-coast-to-singapore,2026-04-27 22:56:28
last minute flights singapore,SG,Singapore,English,Singapore (Location),false,true,false,false,true,true,,10,28,0.08,1,0,6,,https://www.singaporeair.com/en_UK/sg/plan-travel/local-promotions/offers/,2026-04-16 15:26:07
scotland to australia,GB,United Kingdom,English,"Scotland (Location), Australia (Location)",false,true,false,true,true,false,"AI Overview, Thumbnail, People also ask",80,0,0.11,1,0,7,,https://www.singaporeair.com/en-gb/flights-from-edinburgh-to-australia,2026-03-31 21:09:52
flug leipzig new york,DE,Germany,German,"Leipzig (Location), New York (Location)",false,true,false,true,true,false,"People also ask, Sitelinks",40,0,0.10,1,0,9,,https://www.singaporeair.com/de-de/fluge-ab-leipzig-nach-new-york-1,2026-04-11 17:00:32
mnl to pvg,PH,Philippines,,,false,false,false,true,true,false,People also ask,200,0,,1,0,11,,https://www.singaporeair.com/en-ph/flights-from-manila-to-shanghai,2026-04-26 15:01:26
airlines,AZ,Azerbaijan,English,,false,false,false,true,false,false,"Thumbnail, Video preview",200,93,0.08,1,0,12,,https://www.singaporeair.com/,2026-03-02 18:38:11
bangalore to tokyo direct flight,IN,India,English,,false,false,false,true,true,true,"People also ask, AI Overview",30,0,0.03,1,0,10,,https://www.singaporeair.com/en-in/flights-from-bengaluru-to-tokyo,2026-04-26 23:52:48
auckland to dubai cheap flights,NZ,New Zealand,English,,false,false,false,true,true,true,People also ask,30,0,0.23,1,0,9,,https://www.singaporeair.com/en-nz/flights-from-auckland-to-dubai,2026-04-27 11:28:18
houston to bangkok,US,United States,English,"Houston (Location), Bangkok (Location)",false,true,false,true,true,false,"People also ask, Video preview",600,0,0.31,1,0,15,,https://www.singaporeair.com/en-us/flights-from-houston-to-bangkok,2026-04-18 13:16:58
bangkok to hong kong,SG,Singapore,English,,false,false,false,true,true,true,"People also ask, Bottom ads, Paid sitelinks",70,0,0.24,1,0,7,,https://www.singaporeair.com/en-sg/flights-from-bangkok-to-hong-kong-sar,2026-04-26 03:15:39
sin to dmk,SG,Singapore,English,"Singapore Changi Airport (Location), Don Mueang International Airport (Location)",false,false,false,true,true,false,,150,0,0.36,1,0,9,,https://www.singaporeair.com/en-sg/flights-from-singapore-to-bangkok,2026-03-17 06:48:47
taipei to sydney,AU,Australia,English,,false,false,false,true,true,false,"People also ask, Bottom ads, Paid sitelinks",200,0,0.35,1,0,9,,https://www.singaporeair.com/en-tw/flights-from-taipei-to-sydney,2026-04-18 12:44:45
london via singapore,AU,Australia,English,"London (Location), Singapore (Location)",false,true,false,true,true,true,People also ask,0,0,,1,0,1,,https://www.singaporeair.com/en-au/flights-to-london,2026-03-28 11:55:09
brisbane to hong kong flight time,AU,Australia,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask",500,0,0.17,1,0,15,,https://www.singaporeair.com/en-au/flights-from-brisbane-to-hong-kong-sar,2026-04-19 22:52:02
singapore moscow flight,SG,Singapore,English,"Singapore (Location), Moscow (Location)",false,true,false,true,true,false,"People also ask, Bottom ads, Paid sitelinks",60,0,0.08,1,0,11,,https://www.singaporeair.com/en-sg/,2026-04-15 13:48:30
flights from australia to usa,AU,Australia,English,"Australia (Location), USA (Location)",false,false,false,true,true,true,People also ask,60,1,0.15,1,0,11,,https://www.singaporeair.com/en-au/flights-from-sydney-to-united-states-america,2026-04-01 00:49:13
london to madrid,SG,Singapore,English,,false,false,false,true,true,false,People also ask,60,0,0.07,1,0,11,,https://www.singaporeair.com/en-sg/flights-from-london-to-madrid,2026-04-17 20:38:29
flights from london to shanghai,BR,Brazil,English,"London (Location), Shanghai (Location)",false,true,false,true,true,true,"People also ask, Thumbnail",60,0,,1,0,11,,https://www.singaporeair.com/en-gb/flights-from-london-to-shanghai,2026-04-27 06:37:29
hkg to australia,HK,Hong Kong,English,,false,false,false,true,true,false,"People also ask, Thumbnail",60,12,,1,0,11,,https://www.singaporeair.com/en-hk/flights-from-hong-kong-sar-to-australia,2026-04-19 18:03:01
flights from melbourne,NZ,New Zealand,English,Melbourne (Location),false,true,false,true,true,true,"Top ads, Paid sitelinks, Thumbnail, People also ask, Bottom ads",60,3,0.17,1,0,11,,https://www.singaporeair.com/en-au/flights-from-melbourne,2026-04-28 01:28:54
flights to bali from edinburgh,GB,United Kingdom,English,"Bali (Location), Edinburgh (Location)",false,true,false,true,true,true,"Thumbnail, People also ask",60,0,0.25,1,0,11,,https://www.singaporeair.com/en-gb/flights-from-edinburgh-to-denpasar-bali,2026-03-31 18:54:03
surabaya ke jepang berapa jam,ID,Indonesia,Indonesian,"Surabaya (Location), Japan (Location)",false,true,false,true,false,false,People also ask,60,0,,1,0,11,,https://www.singaporeair.com/id-id/penerbangan-dari-surabaya-ke-tokyo,2026-04-04 10:08:32
flights to japan from new york,US,United States,English,"Japan (Location), New York (Location)",false,true,false,true,true,true,People also ask,60,0,0.18,1,0,11,,https://www.singaporeair.com/en-us/flights-from-new-york-to-japan,2026-03-28 03:37:57
flights to perth from bali,ID,Indonesia,English,"Perth (Location), Bali (Location)",false,true,false,true,true,true,"AI Overview, People also ask",60,0,0.24,1,0,12,,https://www.singaporeair.com/en-id/flights-from-denpasar-bali-to-perth,2026-04-27 08:15:48
geneva to bangkok,CH,Switzerland,English,,false,false,false,true,true,false,"Top ads, Thumbnail, People also ask",60,0,0.20,1,0,11,,https://www.singaporeair.com/en-ch/flights-from-geneva-to-bangkok,2026-04-18 00:37:56
singapore entry requirements from nz,NZ,New Zealand,English,"Singapore (Location), New Zealand (Location)",false,true,false,true,false,false,"AI Overview, Thumbnail, People also ask, Bottom ads, Paid sitelinks",60,34,3.79,1,0,1,AI Overview,https://www.singaporeair.com/saar5/_desktop/images/local/kr/sgac-e-service-guide/e-service-brochure.pdf,2026-03-30 00:49:47
roma hanoi,IT,Italy,Italian,"Rome (Location), Hanoi (Location)",false,false,false,true,true,false,"People also ask, Sitelinks, Bottom ads, Paid sitelinks",150,0,,1,0,11,,https://www.singaporeair.com/it-it/voli-da-roma-a-hanoi,2026-04-22 14:00:32
flights from surabaya to penang,ID,Indonesia,English,"Surabaya (Location), Penang (Location)",false,true,false,true,true,true,"Thumbnail, People also ask",20,0,0.05,1,0,6,,https://www.singaporeair.com/id-id/penerbangan-dari-surabaya-ke-penang,2026-04-13 23:30:15
man to cok flight,GB,United Kingdom,English,Manchester to Kochi flight (Event),false,false,false,true,true,false,,20,0,0.17,1,0,6,,https://www.singaporeair.com/en-gb/flights-from-manchester-to-kochi,2026-04-07 18:31:34
flight sydney to beijing,US,United States,English,,false,false,false,true,true,false,"People also ask, Thumbnail",20,0,0.19,1,0,6,,https://www.singaporeair.com/en-au/flights-from-sydney-to-beijing,2026-04-05 08:16:50
flights to puket,AU,Australia,English,Phuket (Location),false,true,false,true,true,true,People also ask,20,0,,1,0,6,,https://www.singaporeair.com/en-au/flights-to-phuket,2026-04-07 21:46:34
flights from singapore to india,IN,India,English,Singapore (Location),false,true,false,true,true,true,"AI Overview, Thumbnail, People also ask, Bottom ads",20,0,0.01,1,0,7,,https://www.singaporeair.com/en-sg/flights-from-singapore-to-india,2026-04-27 23:19:06
flight japan,NZ,New Zealand,English,Japan (Location),false,false,false,true,true,true,"People also ask, Bottom ads",20,0,0.05,1,0,6,,https://www.singaporeair.com/en-nz/flights-from-auckland-to-japan,2026-04-14 00:51:37
東京からマンチェスター,JP,Japan,Japanese,"Tokyo (Location), Manchester (Location)",false,true,false,true,true,false,"Top ads, Paid sitelinks, Thumbnail, People also ask, Bottom ads",20,0,0.16,1,0,6,,https://www.singaporeair.com/ja-jp/%E6%9D%B1%E4%BA%AC-%E3%83%9E%E3%83%B3%E3%83%81%E3%82%A7%E3%82%B9%E3%82%BF%E3%83%BC,2026-04-22 18:55:53
darwin to bali,GB,United Kingdom,English,"Darwin (Location), Bali (Location)",false,true,false,true,true,false,"AI Overview, Thumbnail, People also ask",20,0,0.15,1,0,7,,https://www.singaporeair.com/en-au/flights-from-darwin-to-denpasar-bali,2026-04-04 14:12:11
sydney to kuala lumpur,GB,United Kingdom,English,,false,false,false,true,true,false,"People also ask, Thumbnail",20,0,0.17,1,0,6,,https://www.singaporeair.com/en-au/flights-from-sydney-to-kuala-lumpur,2026-04-20 17:14:11
flüge von wien nach phuket,AT,Austria,German,"Vienna (Location), Phuket (Location)",false,true,false,true,true,true,"Top ads, Sitelinks, Bottom ads, Paid sitelinks",20,0,0.17,1,0,6,,https://www.singaporeair.com/de-at/fluge-ab-wien-nach-phuket,2026-04-25 10:52:46
oslo to manila flights,NO,Norway,English,,false,false,false,true,true,false,"Top ads, Paid sitelinks, Sitelinks, People also ask",20,0,0.23,1,0,6,,https://www.singaporeair.com/en-no/flights-from-oslo-to-manila,2026-04-21 19:08:53
lisbon to sydney,PT,Portugal,English,,false,false,false,true,true,false,"People also ask, Sitelinks",20,0,0.09,1,0,6,,https://www.singaporeair.com/en-pt/flights-from-lisbon-to-sydney,2026-04-28 22:54:32
flights from new zealand to india,IN,India,English,"New Zealand (Location), India (Location)",false,false,false,true,true,true,"AI Overview, Thumbnail, People also ask",20,0,0.01,1,0,7,,https://www.singaporeair.com/en-nz/flights-from-auckland-to-india,2026-04-14 21:43:19
flights from dhaka to los angeles,US,United States,English,"Dhaka (Location), Los Angeles (Location)",false,true,false,true,true,true,Thumbnail,20,0,0.20,1,0,6,,https://www.singaporeair.com/en-bd/flights-from-dhaka-to-los-angeles,2026-03-28 23:41:24
flights from sydney to jakarta,US,United States,English,"Sydney (Location), Jakarta (Location)",false,true,false,true,true,true,"Top ads, Paid sitelinks, People also ask",20,0,,1,0,6,,https://www.singaporeair.com/en-au/flights-from-sydney-to-jakarta,2026-04-13 18:22:11
flight to phuket from uk,GB,United Kingdom,English,"Phuket (Location), UK (Location)",false,true,false,true,true,true,"People also ask, Bottom ads, Paid sitelinks",20,0,0.31,1,0,6,,https://www.singaporeair.com/en-gb/flights-from-london-to-phuket,2026-04-04 09:32:02
mumbai to new york business class,US,United States,English,,false,false,false,true,true,true,"People also ask, Sitelinks",20,0,0.78,1,0,6,,https://www.singaporeair.com/en-in/flights-from-mumbai-to-new-york,2026-04-26 15:51:09
kuala lumpur to hong kong,GB,United Kingdom,English,"Kuala Lumpur (Location), Hong Kong (Location)",false,true,false,true,true,false,"People also ask, Bottom ads, Paid sitelinks",20,0,0.34,1,0,6,,https://www.singaporeair.com/en-my/flights-from-kuala-lumpur-to-hong-kong-sar,2026-04-21 10:52:52
flights to tokyo from melbourne,US,United States,English,"Tokyo (Location), Melbourne (Location)",false,true,false,true,true,true,People also ask,20,0,,1,0,6,,https://www.singaporeair.com/en-au/flights-from-melbourne-to-tokyo,2026-04-16 19:14:18
singapore plane ticket price from philippines,PH,Philippines,English,"Singapore (Location), Philippines (Location)",false,true,false,true,true,false,"Top ads, Paid sitelinks, AI Overview, Thumbnail, People also ask, Bottom ads",20,0,0.03,1,0,7,,https://www.singaporeair.com/en-ph/flights-from-manila-to-singapore,2026-04-16 00:23:06
tokyo to nz,NZ,New Zealand,English,"Tokyo (Location), New Zealand (Location)",false,true,false,true,true,false,"Top ads, Paid sitelinks, People also ask, Bottom ads",20,0,,1,0,6,,https://www.singaporeair.com/en-jp/flights-from-tokyo-to-new-zealand,2026-04-27 09:54:56
sri lanka to new zealand flight ticket price,US,United States,English,,false,false,false,true,true,false,People also ask,20,0,0.10,1,0,6,,https://www.singaporeair.com/en-lk/flights-from-colombo-to-new-zealand,2026-03-28 18:40:53
flights from nz to dubai,NZ,New Zealand,English,"New Zealand (Location), Dubai (Location)",false,true,false,true,true,true,People also ask,20,0,,1,0,6,,https://www.singaporeair.com/en-nz/flights-from-auckland-to-dubai,2026-04-18 21:21:32
flight malaysia to bali,MY,Malaysia,English,,false,false,false,true,true,false,"Top ads, Paid sitelinks, AI Overview, Thumbnail, People also ask, Bottom ads",20,0,0.06,1,0,7,,https://www.singaporeair.com/en-my/flights-from-kuala-lumpur-to-denpasar-bali,2026-04-27 13:07:02
direct flights from auckland to bangkok,NZ,New Zealand,English,"Auckland (Location), Bangkok (Location)",false,true,false,true,true,true,People also ask,20,0,,1,0,6,,https://www.singaporeair.com/en-nz/flights-from-auckland-to-bangkok,2026-04-03 20:16:27
fligths to japan,AU,Australia,English,Japan (Location),false,false,false,true,true,true,People also ask,20,2,,1,0,6,,https://www.singaporeair.com/en-au/flights-to-japan,2026-04-26 17:50:32
dubai to manila,IN,India,English,"Dubai (Location), Manila (Location)",false,true,false,true,true,false,"People also ask, Bottom ads",20,0,0.04,1,0,6,,https://www.singaporeair.com/en-ae/flights-from-dubai-to-manila,2026-03-27 15:15:31
travel document type,SG,Singapore,English,,false,false,false,true,false,false,People also ask,20,45,,1,0,6,,https://www.singaporeair.com/en_UK/sg/travel-info/visas-immigration/requirements/,2026-04-11 01:13:28
flights to australia from london,BR,Brazil,English,"Australia (Location), London (Location)",false,true,false,true,true,true,People also ask,20,1,0.13,1,0,6,,https://www.singaporeair.com/en-gb/flights-from-london-to-australia,2026-04-25 03:49:27
bangkok to brisbane direct flight,AU,Australia,English,,false,false,false,true,false,false,People also ask,20,0,,1,0,6,,https://www.singaporeair.com/en-th/flights-from-bangkok-to-brisbane,2026-04-25 03:25:44
hand carry luggage weight,MY,Malaysia,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, Video preview, People also ask, Sitelinks",20,2,,1,0,7,,https://www.singaporeair.com/en_UK/my/travel-info/baggage/cabin-baggage/,2026-04-02 19:07:02
jhb to sydney flights,ZA,South Africa,English,,false,false,false,true,true,true,People also ask,20,0,0.12,1,0,6,,https://www.singaporeair.com/en-za/flights-from-johannesburg-to-sydney,2026-04-15 01:05:33
credit card singapore,AU,Australia,English,Singapore (Location),false,true,false,true,true,false,"AI Overview, People also ask, Discussions and forums",20,29,1.52,1,0,7,,https://www.singaporeair.com/en_UK/sg/ppsclub-krisflyer/earn-miles/earn-on-the-ground/co-brand-cards/,2026-04-11 14:57:47
singapore to taiwan flight hours,SG,Singapore,English,,false,false,false,true,false,false,People also ask,20,0,,1,0,6,,https://www.singaporeair.com/en_UK/tw/plan-travel/local-promotions/tw-flight-update/,2026-04-09 15:41:02
bali flight from uk,GB,United Kingdom,English,"Bali (Location), UK (Location)",false,false,false,true,true,false,People also ask,20,0,0.11,1,0,6,,https://www.singaporeair.com/en-gb/flights-from-london-to-denpasar-bali,2026-03-30 12:17:47
hkg to bne flight,AU,Australia,English,,false,false,false,true,true,false,,20,1,,1,0,6,,https://www.singaporeair.com/en-hk/flights-from-hong-kong-sar-to-brisbane,2026-04-12 05:05:02
flights to new zealand christchurch,GB,United Kingdom,English,"New Zealand (Location), Christchurch (Location)",false,true,false,true,true,true,Thumbnail,20,0,0.36,1,0,6,,https://www.singaporeair.com/en-gb/flights-from-london-to-christchurch,2026-03-26 18:15:50
new zealand to indonesia,NZ,New Zealand,English,"New Zealand (Location), Indonesia (Location)",false,false,false,true,true,false,"Top ads, People also ask, Bottom ads",20,0,0.08,1,0,6,,https://www.singaporeair.com/en-nz/flights-from-auckland-to-indonesia,2026-04-15 00:20:18
direct flight london to new zealand,GB,United Kingdom,English,,false,false,false,true,false,false,People also ask,20,0,0.28,1,0,6,,https://www.singaporeair.com/en-gb/flights-from-london-to-new-zealand,2026-04-15 08:59:47
cheapest flight tickets to philippines,AE,United Arab Emirates,English,Philippines (Location),false,false,false,true,true,true,"People also ask, Bottom ads, Paid sitelinks",20,0,0.08,1,0,6,,https://www.singaporeair.com/en-ae/flights-from-dubai-to-manila,2026-04-18 21:11:27
ticket to japan,ZA,South Africa,English,Japan (Location),false,false,false,true,true,true,"Top ads, Paid sitelinks, People also ask, Bottom ads",20,0,0.05,1,0,6,,https://www.singaporeair.com/en-za/flights-from-johannesburg-to-japan,2026-04-04 18:57:06
bali vliegtuig,NL,Netherlands,Dutch,Bali (Location),false,true,false,true,true,false,"Featured snippet, People also ask, Sitelinks, Thumbnail",20,6,0.10,1,0,6,,https://www.singaporeair.com/nl-nl/vluchten-naar-denpasar-bali,2026-04-22 14:57:25
atq to melbourne flights,AU,Australia,English,,false,true,false,true,true,false,People also ask,20,0,0.19,1,0,6,,https://www.singaporeair.com/en-in/flights-from-amritsar-to-melbourne,2026-04-05 07:40:28
bangkok cheap flights,SG,Singapore,English,Bangkok (Location),false,true,false,true,true,false,People also ask,20,1,0.08,1,0,6,,https://www.singaporeair.com/en-sg/flights-to-bangkok,2026-03-29 10:59:30
premium economy airlines,US,United States,English,,false,false,false,true,true,false,"AI Overview, Thumbnail, Video preview, People also ask",20,49,0.32,1,0,7,,https://www.singaporeair.com/en_UK/us/flying-withus/cabins/premium-economy-class/,2026-03-27 03:18:47
manila to nz flight,NZ,New Zealand,English,,false,false,false,true,true,false,"People also ask, Bottom ads, Paid sitelinks",20,0,0.15,1,0,6,,https://www.singaporeair.com/en-ph/flights-from-manila-to-new-zealand,2026-04-28 18:38:20
ตั๋ว กรุงเทพ สิงคโปร์,TH,Thailand,Thai,"Bangkok (Location), Singapore (Location)",false,true,false,true,true,true,,20,69,0.17,1,0,6,,https://www.singaporeair.com/th-th/%E0%B9%80%E0%B8%97%E0%B8%B5%E0%B9%88%E0%B8%A2%E0%B8%A7%E0%B8%9A%E0%B8%B4%E0%B8%99%E0%B8%88%E0%B8%B2%E0%B8%81-%E0%B8%81%E0%B8%A3%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%9E%E0%B8%A1%E0%B8%AB%E0%B8%B2%E0%B8%99%E0%B8%84%E0%B8%A3-%E0%B8%AA%E0%B8%B9%E0%B9%88-%E0%B8%AA%E0%B8%87%E0%B8%84%E0%B9%82%E0%B8%9B%E0%B8%A3,2026-04-19 18:49:27
hk london flight,HK,Hong Kong,English,,false,false,false,true,true,false,"Top ads, Thumbnail, People also ask",20,0,0.17,1,0,6,,https://www.singaporeair.com/en-hk/flights-from-hong-kong-sar-to-london,2026-04-01 11:54:32
auckland to delhi flight,US,United States,English,,false,true,false,true,true,false,People also ask,20,0,0.39,1,0,6,,https://www.singaporeair.com/en-nz/flights-from-auckland-to-delhi,2026-04-14 20:40:52
flight kl to delhi,MY,Malaysia,English,,false,false,false,true,true,false,People also ask,20,0,,1,0,6,,https://www.singaporeair.com/en-my/flights-from-kuala-lumpur-to-delhi,2026-04-03 18:43:20
melbourne to bangalore direct flights,AU,Australia,English,,false,false,false,true,false,false,People also ask,20,0,0.22,1,0,6,,https://www.singaporeair.com/en-au/flights-from-melbourne-to-bengaluru,2026-04-12 07:24:02
cheap flights to nepal from melbourne,AU,Australia,English,"Nepal (Location), Melbourne (Location)",false,true,false,true,true,true,,20,0,0.32,1,0,6,,https://www.singaporeair.com/en-au/flights-from-melbourne-to-kathmandu,2026-04-08 04:14:27
lhr to philippines,GB,United Kingdom,English,"London Heathrow Airport (Location), Philippines (Location)",false,false,false,true,true,false,"People also ask, Thumbnail, Bottom ads, Paid sitelinks",20,0,0.22,1,0,6,,https://www.singaporeair.com/en-gb/flights-from-london-to-manila,2026-03-31 17:21:27
flights south africa to australia,ZA,South Africa,English,"South Africa (Location), Australia (Location)",false,false,false,true,true,false,People also ask,20,0,0.08,1,0,6,,https://www.singaporeair.com/en-za/flights-from-johannesburg-to-australia,2026-04-11 19:01:56
シンガポール パリ,JP,Japan,Japanese,"Singapore (Location), Paris (Location)",false,true,false,true,true,false,"People also ask, Thumbnail, Bottom ads, Paid sitelinks",20,0,0.09,1,0,6,,https://www.singaporeair.com/ja-jp/%E3%83%91%E3%83%AA%E3%81%BE%E3%81%A7%E3%81%AE%E3%83%95%E3%83%A9%E3%82%A4%E3%83%88,2026-04-19 00:04:06
la to tokyo,AU,Australia,English,Tokyo (Location),false,false,false,true,true,false,People also ask,20,0,0.32,1,0,6,,https://www.singaporeair.com/en-us/flights-from-los-angeles-to-tokyo,2026-04-13 07:59:29
cheap flights to phuket thailand,AU,Australia,English,Phuket (Location),false,true,false,true,true,true,People also ask,20,0,0.30,1,0,6,,https://www.singaporeair.com/en-au/flights-to-phuket,2026-04-06 15:33:17
flug frankfurt brasilien,DE,Germany,German,"Frankfurt (Location), Brazil (Location)",false,true,false,true,true,true,People also ask,80,0,0.07,1,0,10,,https://www.singaporeair.com/de-de/fluge-ab-frankfurt-nach-brasilien,2026-04-02 03:35:17
taipei to singapore flight time,SG,Singapore,English,,false,false,false,true,false,false,"People also ask, Thumbnail, Video preview",200,0,0.27,1,0,11,,https://www.singaporeair.com/flight-schedule,2026-02-09 07:19:59
har er bin,SG,Singapore,Chinese,Harbin (Location),false,true,false,true,false,false,"AI Overview, Thumbnail, People also ask",150,6,0.07,1,0,8,,https://www.singaporeair.com/en-sg/flights-to-harbin,2026-04-19 06:50:51
