Keyword,Country,Location,Language,Entities,Branded,Local,Navigational,Informational,Commercial,Transactional,SERP features,Volume,KD,CPC,Organic traffic,Paid traffic,Current position,Current position kind,Current URL,Updated
a330-300,AE,United Arab Emirates,,A330-300 (Product),true,false,false,true,false,false,"AI Overview, Video preview, Thumbnail, People also ask",200,3,2.95,0,0,10,,https://www.malaysiaairlines.com/my/en/experience/our-fleet/a330-300.html,2026-03-03 03:04:07
a350-900,PK,Pakistan,,A350-900 (Product),true,false,false,true,false,false,"AI Overview, Video preview, Thumbnail, People also ask",150,49,,0,0,10,,https://www.malaysiaairlines.com/in/en/experience/our-fleet/a350-900.html,2026-03-29 19:21:32
flight 370,US,United States,English,Malaysia Airlines Flight 370 (Event),false,false,false,true,false,false,"People also ask, Knowledge panel, Sitelinks, Top stories, Thumbnail",7600,22,0.02,0,0,24,,https://www.malaysiaairlines.com/us/en/home.html,2026-04-26 20:03:53
a330-200,IN,India,,Airbus A330-200 (Product),true,false,false,true,false,false,"AI Overview, People also ask, Thumbnail",150,3,,0,0,10,,https://www.malaysiaairlines.com/us/en/experience/our-fleet/a330-200.html,2026-04-25 01:49:10
retrive booking,ID,Indonesia,English,,false,false,true,false,false,true,People also ask,30,28,,0,0,7,,https://www.malaysiaairlines.com/id/id/other-offerings/car-rental/manage-booking.html,2026-03-27 18:27:10
mh52,MY,Malaysia,,MH52 (Event),true,false,false,true,false,false,"People also ask, Video preview",1300,0,,0,0,10,,https://www.malaysiaairlines.com/my/en/experience/our-fleet/a330-300.html,2026-04-24 04:19:10
amal,MY,Malaysia,Malay,Amal (Organization),true,false,false,true,false,false,,150,1,0.04,0,0,9,,https://www.malaysiaairlines.com/nz/en/mh-media-centre/news-releases/2025/amal-to-operate-110-flights-2025-hajj-season.html,2026-04-24 14:12:28
mh,GE,Georgia,,,false,false,false,true,false,false,"AI Overview, Thumbnail, Knowledge panel",90,0,,0,0,10,,https://www.malaysiaairlines.com/my/en/home.html,2026-03-03 19:29:30
online check in,AE,United Arab Emirates,English,,false,false,false,true,false,true,"Thumbnail, Video preview",800,60,0.11,0,0,31,,https://www.malaysiaairlines.com/uk/en/travel-info/check-in.html,2026-04-26 21:35:38
a330neo,NO,Norway,,Airbus A330neo (Product),true,false,false,true,false,false,People also ask,40,2,,0,0,9,,https://www.malaysiaairlines.com/us/en/experience/our-fleet-new/a330neo.html,2026-04-11 10:22:34
马来西亚飞广州机票,MY,Malaysia,Chinese,,false,true,false,true,true,false,"People also ask, Bottom ads",40,0,0.04,0,0,9,,https://www.malaysiaairlines.com/cn/zh_CN/plan-trip/destinations/flights-to-china/flights-to-guangzhou.html,2026-04-12 05:55:55
air ticket booking,IN,India,English,,false,false,false,false,false,true,"Thumbnail, Video preview",17000,69,0.03,0,0,79,,https://www.malaysiaairlines.com/my/en/home.html,2026-02-13 01:24:45
malaysia,HR,Croatia,,Malaysia (Location),false,false,false,true,false,false,"People also ask, Knowledge panel, Thumbnail, Video preview",700,83,0.04,0,0,26,,https://www.malaysiaairlines.com/us/en/home.html,2026-03-25 21:12:21
a330-200,HK,Hong Kong,,Airbus A330-200 (Product),true,false,false,true,false,false,"AI Overview, Thumbnail, People also ask",80,0,,0,0,10,,https://www.malaysiaairlines.com/hk/zh_hk/experience/our-fleet/a330-200.html,2026-04-15 07:34:51
korail,MY,Malaysia,,Korail (Organization),true,false,false,true,false,false,"Sitelinks, People also ask, Thumbnail, Video preview",700,12,0.15,0,0,10,,https://www.malaysiaairlines.com/au/en/other-offerings/mhrail/korail.html,2026-04-26 04:19:58
kuala lumpur to hong kong,MY,Malaysia,English,"Kuala Lumpur (Location), Hong Kong (Location)",false,true,false,true,true,false,"People also ask, Thumbnail, Video preview",700,12,0.32,0,0,17,,https://www.malaysiaairlines.com/my/en/plan-trip/destinations/flights-to-china/flights-to-hong-kong.html,2026-04-12 07:06:37
a350-900,MU,Mauritius,,A350-900 (Product),true,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Video preview",60,31,,0,0,10,,https://www.malaysiaairlines.com/hq/en/experience/our-fleet/a350-900.html,2026-03-17 11:46:34
a330-900neo,GB,United Kingdom,,A330-900neo (Product),true,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Sitelinks, Video preview",700,16,0.08,0,0,11,,https://www.malaysiaairlines.com/hq/en/experience/our-fleet/a330neo.html,2026-04-22 11:05:26
a330-200,JP,Japan,,A330-200 (Product),true,false,false,true,false,false,"People also ask, Thumbnail, Video preview, Sitelinks",500,0,,0,0,10,,https://www.malaysiaairlines.com/jp/ja/experience/our-fleet/a330-200.html,2026-04-25 20:46:47
malaysia airlines flight 370,CA,Canada,English,"Malaysia Airlines (Organization), Malaysia Airlines Flight 370 (Event)",true,false,false,true,false,false,"People also ask, Knowledge panel",2800,41,0.01,0,0,15,,https://www.malaysiaairlines.com/hq/en/home.html,2026-04-22 21:01:07
b38m,AU,Australia,,Boeing 737 MAX 8 (Product),true,false,false,true,false,false,"AI Overview, Thumbnail, People also ask",20,1,,0,0,10,,https://www.malaysiaairlines.com/au/en/experience/our-fleet/b737-8.html,2026-03-30 02:41:04
business class flight,IN,India,English,,false,false,false,true,true,false,"People also ask, Thumbnail, Sitelinks, Video preview",9000,3,0.02,0,0,21,,https://www.malaysiaairlines.com/au/en/plan-trip/cabin-classes.html,2026-04-24 19:11:34
a330-300,KR,South Korea,,Airbus A330-300 (Product),true,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Video preview",700,0,,0,0,11,,https://www.malaysiaairlines.com/kr/ko/experience/our-fleet/a330-300.html,2026-04-12 13:30:38
malaysia airlines flight 370,US,United States,English,"Malaysia Airlines (Organization), Malaysia Airlines Flight 370 (Event)",true,false,false,true,false,false,"People also ask, Knowledge panel, Top stories, Thumbnail, Video preview",6700,37,0.01,0,0,16,,https://www.malaysiaairlines.com/hq/en/home.html,2026-04-22 16:01:01
myairline,CA,Canada,,MYAirline (Organization),true,false,false,true,false,false,"AI Overview, Video preview, Thumbnail, People also ask",20,5,,0,0,10,,https://www.malaysiaairlines.com/hq/en/home.html,2026-04-20 11:18:02
doha to chennai,QA,Qatar,English,"Doha (Location), Chennai (Location)",false,true,false,true,true,false,"People also ask, Bottom ads, Paid sitelinks, Video preview",900,0,0.11,0,0,83,,https://www.malaysiaairlines.com/my/en/askmh/contact-details.html,2026-03-18 20:34:47
merdeka malaysia,MY,Malaysia,Malay,"Merdeka Day (Event), Malaysia (Location)",false,false,false,true,false,false,"AI Overview, Thumbnail, Knowledge card, People also ask, Sitelinks, Video preview",700,5,0.02,0,0,39,,https://www.malaysiaairlines.com/my/en/promotions.html,2026-04-24 17:26:29
malaysia,AL,Albania,,Malaysia (Location),false,false,false,true,false,false,"Thumbnail, People also ask, Top stories, Video preview",500,80,,0,0,20,,https://www.malaysiaairlines.com/us/en/home.html,2026-03-01 21:10:37
flight to australia,US,United States,English,Australia (Location),false,false,false,true,true,true,"People also ask, Sitelinks, Video preview",5600,4,0.12,0,0,42,,https://www.malaysiaairlines.com/au/en/home.html,2026-04-24 12:24:13
ticket online,MY,Malaysia,English,,false,false,false,false,true,true,Video preview,1500,74,0.08,0,0,29,,https://www.malaysiaairlines.com/my/en/home.html,2026-04-12 10:09:43
kul to sin,MY,Malaysia,English,,false,false,false,true,true,false,"Top ads, Paid sitelinks, People also ask, Bottom ads, Video preview",1000,0,0.28,0,0,22,,https://www.malaysiaairlines.com/my/en/home.html,2026-04-24 18:58:05
a350座位,TW,Taiwan,Chinese,Airbus A350 (Product),true,false,false,true,false,false,"People also ask, Thumbnail, Video preview",250,0,0.70,0,0,10,,https://www.malaysiaairlines.com/tw/zh_tw/experience/our-fleet/a350-900.html,2026-03-03 02:07:17
malaysian flight 370,US,United States,English,Malaysia Airlines Flight 370 (Event),false,false,false,true,false,false,"People also ask, Knowledge panel, Sitelinks, Top stories, Thumbnail, Video preview",1000,42,0.01,0,0,18,,https://www.malaysiaairlines.com/us/en/home.html,2026-04-17 02:23:48
。,NG,Nigeria,,,false,false,false,false,false,false,"AI Overview, People also ask, Video preview",150,0,,0,0,11,,https://www.malaysiaairlines.com/my/en.html)%E6%88%96%E9%80%9A%E8%BF%87%E9%A9%AC%E8%88%AA%E5%BA%94%E7%94%A8%E7%A8%8B%E5%BC%8F%E9%A2%84%E8%AE%A2%E6%9C%BA%E7%A5%A8%EF%BC%8C%E4%B9%98%E5%AE%A2%E4%B9%9F%E5%8F%AF%E5%9C%A8%E5%AE%98%E7%BD%91%E6%9F%A5%E8%AF%A2%E8%88%AA%E7%8F%AD%E6%97%B6%E5%88%BB%E8%A1%A8%E3%80%82.html,2026-03-31 19:20:02
a350-900,JP,Japan,,A350-900 (Product),true,false,false,true,false,false,"People also ask, Thumbnail, Video preview",3300,3,0.35,0,0,11,,https://www.malaysiaairlines.com/jp/ja/experience/our-fleet/a350-900.html,2026-04-25 05:33:50
kl to penang,MY,Malaysia,English,,false,true,false,true,true,false,"Top ads, Paid sitelinks, People also ask, Thumbnail, Sitelinks, Bottom ads, Video preview",3700,2,0.18,0,0,25,,https://www.malaysiaairlines.com/my/en/home.html,2026-04-23 20:08:13
登機證,TW,Taiwan,Chinese,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Video preview",2800,1,0.03,0,0,46,,https://www.malaysiaairlines.com/hk/zh_hk/travel-info/check-in.html,2026-04-22 03:03:29
malaysia visa uk,GB,United Kingdom,English,"Malaysia (Location), United Kingdom (Location)",false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Video preview",300,17,1.09,0,0,18,,https://www.malaysiaairlines.com/uk/en/travel-info/visa-and-immigration-documents.html,2026-03-04 03:59:56
b737,SG,Singapore,,Boeing 737 (Product),true,false,false,true,false,false,"People also ask, Thumbnail",250,76,,0,0,10,,https://www.malaysiaairlines.com/sg/en/experience/our-fleet/b737-800-ng.html,2026-04-12 00:02:12
a330-900neo,CH,Switzerland,,A330-900neo (Product),true,false,false,true,false,false,"AI Overview, Thumbnail, Video preview, People also ask",100,10,,0,0,11,,https://www.malaysiaairlines.com/nz/en/experience/our-fleet/a330neo.html,2026-04-21 02:16:55
mas,NA,Namibia,,MAS (Organization),true,false,false,true,false,false,"Knowledge card, People also ask",90,68,,0,0,10,,https://www.malaysiaairlines.com/my/en/home.html,2026-03-19 05:25:53
malaysia news today,SG,Singapore,English,Malaysia (Location),false,false,false,true,false,false,Video preview,1300,83,0.01,0,0,34,,https://www.malaysiaairlines.com/my/en/mh-media-centre.html,2026-04-18 08:47:36
maskapai penerbangan indonesia,ID,Indonesia,Indonesian,Indonesia (Location),false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Video preview",1200,30,0.10,0,0,13,,https://www.malaysiaairlines.com/id/id/home.html,2026-04-19 18:00:29
a330-900,NO,Norway,,A330-900 (Product),true,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Video preview",80,14,,0,0,11,,https://www.malaysiaairlines.com/nz/en/experience/our-fleet/a330neo.html,2026-04-21 01:46:17
myairlines,US,United States,,MYAirline (Organization),true,false,false,true,false,false,"AI Overview, Video preview, Thumbnail, People also ask",0,6,,0,0,10,,https://www.malaysiaairlines.com/my/en/home.html,2026-04-09 00:20:36
mh370,PK,Pakistan,,Malaysia Airlines Flight 370 (Event),false,false,false,true,false,false,"People also ask, Knowledge panel, Video preview",700,17,,0,0,32,,https://www.malaysiaairlines.com/hq/en/home.html,2026-04-25 04:59:05
myairline,IN,India,,MYAirline (Organization),true,false,false,true,false,false,"AI Overview, Thumbnail, Video preview, People also ask",60,4,0.04,0,0,11,,https://www.malaysiaairlines.com/in/en/home.html,2026-04-04 12:05:31
a350-900,LK,Sri Lanka,,A350-900 (Product),true,false,false,true,false,false,"AI Overview, Thumbnail, Video preview, People also ask",100,51,,0,0,11,,https://www.malaysiaairlines.com/hq/en/experience/our-fleet/a350-900.html,2026-04-10 03:47:02
kul to hkg,MY,Malaysia,English,,false,false,false,true,true,false,Thumbnail,800,12,0.35,0,0,13,,https://www.malaysiaairlines.com/my/en/plan-trip/destinations/flights-to-china/flights-to-hong-kong.html,2026-04-15 04:45:17
one world alliance,HK,Hong Kong,English,oneworld Alliance (Organization),true,false,false,true,false,false,"Sitelinks, People also ask, Thumbnail, Video preview",600,68,0.26,0,0,12,,https://www.malaysiaairlines.com/hk/en/experience/our-partners/oneworld.html,2026-04-09 12:55:20
エアライン,JP,Japan,Japanese,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Sitelinks",1200,8,0.24,0,0,40,,https://www.malaysiaairlines.com/jp/ja/home.html,2026-04-17 14:14:27
boeing 737-800,GB,United Kingdom,English,Boeing 737-800 (Product),true,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Sitelinks, Video preview",4400,57,1.36,0,0,35,,https://www.malaysiaairlines.com/sg/en/experience/our-fleet/b737-800-ng.html,2026-04-22 07:09:43
airlines,TR,Turkey,English,,false,false,false,true,false,false,"People also ask, Thumbnail",1100,91,0.11,0,0,40,,https://www.malaysiaairlines.com/hq/en/home.html,2026-04-17 13:33:20
myairline,ID,Indonesia,,MYAirline (Organization),true,false,false,true,false,false,"AI Overview, Video preview, Thumbnail, People also ask",50,1,0.08,0,0,11,,https://www.malaysiaairlines.com/uk/en/travel-info/check-in.html,2026-04-14 04:31:29
b737-800,PH,Philippines,,Boeing 737-800 (Product),true,false,false,true,false,false,"AI Overview, Thumbnail, People also ask",100,69,,0,0,11,,https://www.malaysiaairlines.com/ph/en/experience/our-fleet/b737-800-ng.html,2026-04-01 14:39:55
b737-800,SG,Singapore,,Boeing 737-800 (Product),true,false,false,true,false,false,"People also ask, Thumbnail",100,64,,0,0,10,,https://www.malaysiaairlines.com/sg/en/experience/our-fleet/b737-800-ng.html,2026-04-01 18:58:02
mh140,AU,Australia,,MH140 (Product),true,false,false,true,false,false,"People also ask, Thumbnail, Video preview",1100,0,0.19,0,0,11,,https://www.malaysiaairlines.com/uk/en/travel-info/check-in.html,2026-04-13 13:29:56
a333,SG,Singapore,,Airbus A330-300 (Product),true,false,false,true,false,false,"People also ask, Thumbnail",90,6,,0,0,10,,https://www.malaysiaairlines.com/tw/en/experience/our-fleet/a330-300.html,2026-04-20 09:47:17
tour malaysia,VN,Vietnam,English,Malaysia (Location),false,false,false,true,true,false,"Thumbnail, Video preview",700,0,0.06,0,0,44,,https://www.malaysiaairlines.com/my/en/plan-trip.html,2026-04-12 14:29:08
a330-300,JP,Japan,,A330-300 (Product),true,false,false,true,false,false,"People also ask, Thumbnail, Video preview",800,0,,0,0,11,,https://www.malaysiaairlines.com/jp/ja/experience/our-fleet/a330-300.html,2026-04-18 06:11:01
malay english,MY,Malaysia,English,,false,false,false,true,false,false,"Knowledge card, AI Overview, Video preview",4800,1,0.08,0,0,40,,https://www.malaysiaairlines.com/us/en/home.html,2026-04-26 06:50:52
kuala lumpur to melbourne,MY,Malaysia,English,,false,false,false,true,true,false,"People also ask, Video preview",600,0,0.30,0,0,20,,https://www.malaysiaairlines.com/sg/en/plan-trip/destinations/flights-to-australia/flights-to-melbourne.html,2026-04-14 07:17:07
contact us,MY,Malaysia,English,,false,false,true,true,false,false,"People also ask, Video preview",1000,55,0.22,0,0,34,,https://www.malaysiaairlines.com/my/en/askmh/contact-details.html,2026-04-22 14:25:37
oneworld airlines,AU,Australia,English,oneworld (Organization),true,false,false,true,false,false,"Sitelinks, People also ask, Thumbnail, Video preview",2300,64,0.56,0,0,14,,https://www.malaysiaairlines.com/hk/en/experience/our-partners/oneworld.html,2026-04-20 23:37:59
a330-300座位推薦,HK,Hong Kong,Chinese,A330-300 (Product),true,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Video preview",20,0,,0,0,11,,https://www.malaysiaairlines.com/tw/zh_tw/experience/our-fleet/a330-300.html,2026-02-21 17:13:53
mas nz,NZ,New Zealand,English,MAS (Organization),true,false,false,true,false,false,"Top ads, Sitelinks, Knowledge panel, People also ask, Bottom ads, Paid sitelinks",90,2,1.12,0,0,9,,https://www.malaysiaairlines.com/nz/en/home.html,2026-03-25 21:03:52
mh1,GB,United Kingdom,,MH1 (Event),true,false,false,true,false,false,"Thumbnail, People also ask, Video preview",800,1,0.06,0,0,11,,https://www.malaysiaairlines.com/hq/en/home.html,2026-04-24 16:16:20
klia,FR,France,French,Kuala Lumpur International Airport (Location),true,false,false,true,false,false,"Thumbnail, People also ask, Knowledge panel",70,62,0.30,0,0,10,,https://www.malaysiaairlines.com/us/en/travel-info/klia-terminal-1-passenger-journey.html,2026-04-08 01:35:21
airbus a330neo,FR,France,French,"Airbus (Organization), Airbus A330neo (Product)",true,false,false,true,false,false,"Thumbnail, People also ask, Video preview, Sitelinks",500,3,0.62,0,0,46,,https://www.malaysiaairlines.com/nz/en/experience/our-fleet/a330neo.html,2026-03-08 16:24:15
malaysia airlines wiki,MY,Malaysia,English,Malaysia Airlines (Organization),true,false,false,true,false,false,Sitelinks,30,56,,0,0,8,,https://www.malaysiaairlines.com/my/en/home.html,2026-04-06 19:50:52
air france alger,DZ,Algeria,English,"Air France (Organization), Alger (Location)",true,true,true,true,true,true,"Sitelinks, Knowledge panel, People also ask, Thumbnail, Video preview",350,2,0.05,0,0,75,,https://www.malaysiaairlines.com/fr/fr/home.html,2026-02-23 11:06:26
mh,PH,Philippines,,,false,false,false,true,false,false,"AI Overview, People also ask, Thumbnail, Video preview",1200,76,0.21,0,0,12,,https://www.malaysiaairlines.com/ph/en/home.html,2026-04-22 21:01:25
airasia flight ticket,MY,Malaysia,English,AirAsia (Organization),true,false,false,false,true,true,"People also ask, Video preview",2700,63,0.03,0,0,28,,https://www.malaysiaairlines.com/my/en/home.html,2026-04-25 02:05:46
firefly tax invoice,MY,Malaysia,English,Firefly (Organization),true,false,false,true,false,false,"AI Overview, Thumbnail, People also ask",0,0,,0,0,10,,https://www.malaysiaairlines.com/my/en/malaysian-e-invoice.html,2026-04-12 08:33:19
takaful travel insurance,MY,Malaysia,English,,false,false,false,true,true,false,"People also ask, Video preview",1100,35,0.33,0,0,30,,https://www.malaysiaairlines.com/my/en/other-offerings/mhinsure.html,2026-04-06 04:46:35
oneworld members,AU,Australia,English,oneworld (Organization),true,false,false,true,false,false,"Sitelinks, People also ask, AI Overview",600,72,1.31,0,0,12,,https://www.malaysiaairlines.com/au/en/experience/our-partners/oneworld.html,2026-04-24 11:13:29
mh370,NO,Norway,,Malaysia Airlines Flight 370 (Event),false,false,false,true,false,false,"People also ask, Knowledge panel, Thumbnail, Video preview",1300,31,,0,0,40,,https://www.malaysiaairlines.com/hq/en/home.html,2026-04-18 07:23:21
malaysia airlines 370,PL,Poland,English,"Malaysia Airlines (Organization), Malaysia Airlines Flight 370 (Event)",true,false,false,true,false,false,"Video preview, People also ask",600,22,0.07,0,0,20,,https://www.malaysiaairlines.com/hq/en/home.html,2026-04-14 18:54:38
airlines,SA,Saudi Arabia,English,,false,false,false,true,false,false,"Top stories, Thumbnail, People also ask",450,89,0.09,0,0,37,,https://www.malaysiaairlines.com/my/en/home.html,2026-04-18 13:09:09
マレー,JP,Japan,Japanese,Andy Murray (Person),false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Video preview",1600,0,,0,0,26,,https://www.malaysiaairlines.com/jp/ja/home.html,2026-04-21 13:04:14
mh124,MY,Malaysia,,MH124 (Event),true,false,false,true,false,false,"People also ask, Thumbnail, Video preview",1000,0,0.07,0,0,11,,https://www.malaysiaairlines.com/my/en/travel-info/check-in.html,2026-04-13 00:53:13
kul to icn,MY,Malaysia,,KUL to ICN (Event),false,false,false,true,true,true,"People also ask, Video preview",1100,0,0.24,0,0,11,,https://www.malaysiaairlines.com/my/en/destinations/asia/flights-to-korea/flights-to-seoul.html?ibe=bfl&fromLoc=KUL&toLoc=ICN&icid=mh-kto-promo,2026-04-05 02:24:24
oneworld alliance,HK,Hong Kong,English,oneworld alliance (Organization),true,false,false,true,false,false,"Sitelinks, People also ask, Thumbnail",600,66,0.26,0,0,14,,https://www.malaysiaairlines.com/hk/en/experience/our-partners/oneworld.html,2026-04-06 05:05:26
a350-900,BE,Belgium,,Airbus A350-900 (Product),true,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Video preview",250,29,,0,0,12,,https://www.malaysiaairlines.com/in/en/experience/our-fleet/a350-900.html,2026-02-23 19:29:01
enrich,JP,Japan,English,,false,false,false,true,false,false,"Knowledge card, People also ask",6200,12,0.02,0,0,22,,https://www.malaysiaairlines.com/my/en/enrich-portal/summary.html,2026-04-25 00:21:22
china southern airlines malaysia,MY,Malaysia,English,"China Southern Airlines (Organization), Malaysia (Location)",true,false,false,true,true,false,"Sitelinks, People also ask, Video preview",100,0,,0,0,11,,https://www.malaysiaairlines.com/sg/en/mh-media-centre/news-releases/2024/china-southern-malaysia-airlines-codeshare-expansion.html,2026-04-20 00:27:30
promosi,MY,Malaysia,Malay,,false,false,false,true,false,false,AI Overview,800,0,0.38,0,0,36,,https://www.malaysiaairlines.com/my/ms/promotions.html,2026-04-08 23:16:13
mh370,ID,Indonesia,,Malaysia Airlines Flight 370 (Event),false,false,false,true,false,false,"People also ask, Video preview, Sitelinks, Knowledge panel",3200,0,,0,0,30,,https://www.malaysiaairlines.com/us/en/home.html,2026-04-19 05:56:22
mh79,MY,Malaysia,,MH79 (Event),true,false,false,true,false,false,"Thumbnail, Video preview",250,0,,0,0,11,,https://www.malaysiaairlines.com/my/en/travel-info/check-in.html,2026-04-12 16:23:44
check in online,AO,Angola,English,,false,false,false,false,false,true,"Video preview, Thumbnail",1100,0,0.39,0,0,53,,https://www.malaysiaairlines.com/my/en/travel-info/check-in.html,2026-02-05 09:03:42
cheap flights to manila,AU,Australia,English,Manila (Location),false,true,false,true,true,true,People also ask,500,1,0.40,0,0,48,,https://www.malaysiaairlines.com/au/en/home.html,2026-04-26 20:21:19
malaysia visa,AU,Australia,English,Malaysia (Location),false,false,false,true,false,false,"People also ask, Video preview",350,49,0.92,0,0,29,,https://www.malaysiaairlines.com/au/en/travel-info/visa-and-immigration-documents.html,2026-03-01 12:09:09
malaysia airlines mh370,FR,France,English,"Malaysia Airlines (Organization), Malaysia Airlines Flight 370 (Event)",true,false,false,true,false,false,"Sitelinks, People also ask, Knowledge panel, Video preview",2800,3,0.06,0,0,21,,https://www.malaysiaairlines.com/hq/en/home.html,2026-04-22 23:00:22
airbus a330,JP,Japan,English,"Airbus (Organization), Airbus A330 (Product)",true,false,false,true,false,false,"People also ask, Thumbnail, Top stories, Video preview, Sitelinks",700,0,0.15,0,0,18,,https://www.malaysiaairlines.com/jp/ja/experience/our-fleet/a330-300.html,2026-04-19 00:21:05
goethe trivandrum,IN,India,English,"Goethe-Zentrum Trivandrum (Organization), Trivandrum (Location)",true,true,false,true,false,false,"Sitelinks, Knowledge panel, Video preview",8200,0,0.23,0,0,31,,https://www.malaysiaairlines.com/us/en/home.html,2026-04-23 17:56:58
malaysia news,CA,Canada,English,Malaysia (Location),false,false,false,true,false,false,"Top stories, Thumbnail, People also ask, Video preview",600,89,0.01,0,0,35,,https://www.malaysiaairlines.com/my/en/mh-media-centre.html,2026-04-10 11:37:54
one world,TW,Taiwan,English,,false,false,false,true,false,false,"Thumbnail, AI Overview, People also ask, Sitelinks, Video preview",450,47,0.09,0,0,25,,https://www.malaysiaairlines.com/tw/zh_tw/experience/our-partners/oneworld.html,2026-02-10 19:24:02
a350座位,HK,Hong Kong,Chinese,Airbus A350 (Product),true,false,false,true,false,false,"Thumbnail, People also ask, Video preview",250,0,0.35,0,0,12,,https://www.malaysiaairlines.com/tw/zh_tw/experience/our-fleet/a350-900.html,2026-02-13 06:05:21
mh89,MY,Malaysia,,MH89 (Event),true,false,false,true,false,false,"Sitelinks, People also ask, Video preview",800,0,0.60,0,0,12,,https://www.malaysiaairlines.com/my/en/experience/our-partners/japan-airlines-partnership.html,2026-04-19 07:04:25
airbus a330,GR,Greece,,Airbus A330 (Product),true,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Video preview",200,3,0.03,0,0,25,,https://www.malaysiaairlines.com/id/en/experience/our-fleet/a330-200.html,2026-02-18 04:18:15
mas,AL,Albania,,MAS (Organization),true,false,false,true,false,false,Sitelinks,250,76,0.07,0,0,12,,https://www.malaysiaairlines.com/my/en/home.html,2026-02-24 10:04:28
oneworld alliance,GB,United Kingdom,English,oneworld alliance (Organization),true,false,false,true,false,false,"Sitelinks, People also ask, Thumbnail, Video preview",1200,70,0.49,0,0,16,,https://www.malaysiaairlines.com/uk/en/experience/our-partners/oneworld.html,2026-04-14 22:46:46
kuala lumpur to london,MY,Malaysia,English,"Kuala Lumpur (Location), London (Location)",false,true,false,true,true,false,"Thumbnail, People also ask, Video preview",1100,0,0.28,0,0,15,,https://www.malaysiaairlines.com/tw/en/plan-trip/destinations/flights-to-united-kingdom/flights-to-london.html,2026-04-10 10:48:23
sst,TW,Taiwan,,SST (Product),true,false,false,true,false,false,"AI Overview, Thumbnail, Knowledge card, Knowledge panel, People also ask, Video preview, Sitelinks",700,48,0.26,0,0,13,,https://www.malaysiaairlines.com/tw/zh_tw/sales-and-service-tax.html,2026-04-24 11:41:46
mas,ZA,South Africa,,MAS (Organization),true,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Video preview",1200,55,0.04,0,0,13,,https://www.malaysiaairlines.com/my/en/home.html,2026-04-13 07:37:53
how to call singapore from malaysia,MY,Malaysia,English,Singapore (Location),false,true,false,true,false,false,"People also ask, Sitelinks, Video preview",250,0,0.24,0,0,60,,https://www.malaysiaairlines.com/my/en/askmh.html,2026-02-23 07:48:11
a330neo,DE,Germany,,Airbus A330neo (Product),true,false,false,true,false,false,"People also ask, Thumbnail, Video preview",3400,17,0.05,0,0,13,,https://www.malaysiaairlines.com/nz/en/experience/our-fleet/a330neo.html,2026-04-24 13:07:42
kuala lumpur to singapore flight,MY,Malaysia,English,Kuala Lumpur to Singapore (Location),false,true,false,true,true,false,"People also ask, Video preview, Thumbnail",900,0,0.23,0,0,24,,https://www.malaysiaairlines.com/my/en/home.html,2026-04-14 04:49:23
亚航官网,JP,Japan,Chinese,AirAsia Official Website (Organization),true,false,true,false,false,false,People also ask,10,79,,0,0,11,,https://www.malaysiaairlines.com/my/en/home.html,2026-04-26 03:34:18
a330-300,CH,Switzerland,,Airbus A330-300 (Product),true,false,false,true,false,false,"Thumbnail, People also ask, Video preview",200,0,,0,0,12,,https://www.malaysiaairlines.com/tw/en/experience/our-fleet/a330-300.html,2026-02-04 12:57:48
mh,SA,Saudi Arabia,,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Video preview",400,3,0.04,0,0,13,,https://www.malaysiaairlines.com/my/en/other-offerings/mhexplorer/mh-explorer-sign-up-form.html,2026-03-07 00:56:32
best travel insurance malaysia,MY,Malaysia,English,Malaysia (Location),false,true,false,true,true,false,"AI Overview, Thumbnail, People also ask, Sitelinks, Video preview",1100,55,0.40,0,0,46,,https://www.malaysiaairlines.com/my/en/other-offerings/mhinsure.html,2026-04-22 09:26:06
given name,RO,Romania,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, Video preview, Sitelinks, People also ask",200,3,,0,0,36,,https://www.malaysiaairlines.com/my/en/askmh/booking-guide.html,2026-03-06 12:24:09
internal flights australia,GB,United Kingdom,English,Australia (Location),false,true,false,true,true,true,"AI Overview, Thumbnail, Video preview, People also ask",200,3,0.35,0,0,50,,https://www.malaysiaairlines.com/us/en/home.html,2026-03-12 07:32:25
7m8,PL,Poland,,Boeing 737 MAX 8 (Product),true,false,false,true,false,false,"People also ask, Video preview",200,24,0.64,0,0,12,,https://www.malaysiaairlines.com/uk/en/experience/our-fleet/b737-8.html,2026-03-03 03:42:43
