Keyword,Country,Location,Language,Entities,Branded,Local,Navigational,Informational,Commercial,Transactional,SERP features,Volume,KD,CPC,Organic traffic,Paid traffic,Current position,Current position kind,Current URL,Updated
3 day cruise brisbane 2024,AU,Australia,English,Brisbane (Location),false,true,false,true,true,false,"Sitelinks, Video preview",0,1,,0,0,4,,https://www.cruise1st.com.au/short-cruises-from-brisbane,2026-04-18 23:00:58
december 2023 cruises from sydney,AU,Australia,English,Sydney (Location),false,true,false,true,true,false,"Sitelinks, People also ask",0,34,0.46,0,0,1,,https://www.cruise1st.com.au/cruises/december-cruises,2026-04-21 01:29:58
mediterranean cruise deals 2024,AU,Australia,English,,false,false,false,true,true,false,"People also ask, Sitelinks",0,6,,0,0,7,,https://www.cruise1st.com.au/destinations/mediterranean,2026-04-29 01:22:54
cruise brisbane to hawaii 2023,AU,Australia,English,"Brisbane (Location), Hawaii (Location)",false,true,false,true,true,false,"Sitelinks, People also ask, Thumbnail",0,0,,0,0,2,,https://www.cruise1st.com.au/hawaii-cruises-from-brisbane,2026-05-05 06:07:03
inside passage cruises 2024,AU,Australia,English,,false,false,false,true,true,false,"AI Overview, Video preview, Thumbnail, People also ask, Sitelinks",0,0,,0,0,10,,https://www.cruise1st.com.au/cruises/cruises-from-inside-passage,2026-04-26 17:31:19
cruise from brisbane july 2023,AU,Australia,English,Brisbane (Location),false,true,false,true,true,false,"People also ask, Sitelinks",0,1,,0,0,10,,https://www.cruise1st.com.au/cruises/cruises-from-brisbane,2026-04-17 09:48:17
brisbane to singapore cruise 2024,AU,Australia,English,,false,true,false,true,true,false,"Sitelinks, People also ask",0,0,0.46,0,0,2,,https://www.cruise1st.com.au/brisbane-to-singapore-cruises,2026-04-30 00:20:09
cruises out of singapore 2024,AU,Australia,English,Singapore (Location),false,true,false,true,true,false,"Sitelinks, People also ask",0,2,0.45,0,0,5,,https://www.cruise1st.com.au/cruises/cruises-from-singapore,2026-05-01 08:34:33
cruises from adelaide to new zealand 2024,AU,Australia,English,"Adelaide (Location), New Zealand (Location)",false,true,false,true,true,false,"Sitelinks, People also ask",0,0,,0,0,8,,https://www.cruise1st.com.au/cruise-from-australia-to-new-zealand,2026-05-01 02:54:27
cruises tasmania 2024,AU,Australia,English,Tasmania (Location),false,true,false,true,true,false,"Video preview, Sitelinks, People also ask",0,0,,0,0,4,,https://www.cruise1st.com.au/cruises/cruises-from-tasmania,2026-04-24 12:24:27
cruise from hawaii to australia 2024,AU,Australia,English,"Hawaii (Location), Australia (Location)",false,true,false,true,true,false,"Top ads, Paid sitelinks, Sitelinks, Thumbnail, People also ask, Discussions and forums, Image pack",0,0,0.60,0,0,8,,https://www.cruise1st.com.au/honolulu-to-sydney-cruises,2026-05-10 05:58:32
september cruises 2023,AU,Australia,English,,false,false,false,true,true,false,"People also ask, Sitelinks, Bottom ads, Paid sitelinks",0,30,0.45,0,0,8,,https://www.cruise1st.com.au/cruises,2026-04-19 15:45:05
$1 deposit cruises 2023,AU,Australia,English,,false,false,false,true,true,false,"Sitelinks, Thumbnail, People also ask",0,0,0.54,0,0,4,,https://www.cruise1st.com.au/zones/princess-1-deposits,2026-04-19 03:34:20
short cruises australia 2024,AU,Australia,English,Australia (Location),false,true,false,true,true,false,Sitelinks,0,2,,0,0,4,,https://www.cruise1st.com.au/cruises/short-cruises,2026-04-16 00:22:47
cruises leaving sydney april 2023,AU,Australia,English,Sydney (Location),false,true,false,true,true,false,"Sitelinks, People also ask",0,10,,0,0,10,,https://www.cruise1st.com.au/cruises/cruises-from-sydney,2026-05-01 07:46:53
last minute cruises from brisbane 2023,AU,Australia,English,Brisbane (Location),false,true,false,true,true,true,Sitelinks,0,0,0.42,0,0,5,,https://www.cruise1st.com.au/last-minute-cruises-from-brisbane,2026-04-20 23:18:54
cruise dec 2024,AU,Australia,English,,false,false,false,true,true,false,"Sitelinks, People also ask",0,57,0.45,0,0,8,,https://www.cruise1st.com.au/cruises/december-cruises,2026-05-07 21:52:14
cruise from australia to europe 2023,AU,Australia,English,Europe (Location),false,false,false,true,true,false,"Thumbnail, People also ask, Sitelinks, Bottom ads, Paid sitelinks",0,0,0.45,0,0,5,,https://www.cruise1st.com.au/destinations/europe,2026-04-19 09:26:45
cruise sydney to fiji 2024,AU,Australia,English,,false,true,false,true,true,false,"Thumbnail, Sitelinks, People also ask, Bottom ads, Paid sitelinks",0,0,0.45,0,0,5,,https://www.cruise1st.com.au/sydney-to-fiji-cruises,2026-04-18 22:07:28
cruises from brisbane to nz 2024,AU,Australia,English,"Brisbane (Location), New Zealand (Location)",false,true,false,true,true,false,"Sitelinks, People also ask",0,0,,0,0,1,,https://www.cruise1st.com.au/new-zealand-cruises-from-brisbane,2026-04-18 19:32:54
christmas 2024 cruises from brisbane,AU,Australia,English,Brisbane (Location),false,true,false,true,true,false,"Top ads, Paid sitelinks, Sitelinks, People also ask, Thumbnail",0,0,,0,0,4,,https://www.cruise1st.com.au/christmas-cruises-from-brisbane,2026-05-05 02:17:03
bali cruises 2023,AU,Australia,English,Bali (Location),false,true,false,true,true,false,,0,0,0.45,0,0,6,,https://www.cruise1st.com.au/destinations/bali,2026-05-08 09:30:55
around the world cruises from brisbane,AU,Australia,English,Brisbane (Location),false,true,false,true,true,false,"AI Overview, Thumbnail, People also ask",0,0,0.67,0,0,6,,https://www.cruise1st.com.au/round-world-cruises-from-australia,2026-04-24 10:37:26
cruises from sydney february 2024,AU,Australia,English,Sydney (Location),false,true,false,true,true,false,"People also ask, Thumbnail, Sitelinks",0,5,,0,0,7,,https://www.cruise1st.com.au/cruises/cruises-from-sydney,2026-05-03 11:58:53
cruises melbourne 2023,AU,Australia,English,Melbourne (Location),false,true,false,true,true,false,Sitelinks,0,3,0.44,0,0,8,,https://www.cruise1st.com.au/,2026-04-20 11:59:46
april cruise 2024,AU,Australia,English,,false,false,false,true,true,false,"People also ask, Sitelinks",0,39,,0,0,11,,https://www.cruise1st.com.au/cruises/cruises-from-sydney,2026-04-22 16:47:05
cruises on sale 2024,AU,Australia,English,,false,false,false,true,true,false,Sitelinks,0,24,,0,0,8,,https://www.cruise1st.com.au/,2026-05-05 15:03:28
3 day cruise from adelaide 2023,AU,Australia,English,Adelaide (Location),false,true,false,true,true,false,"AI Overview, Sitelinks, People also ask, Thumbnail",0,1,,0,0,5,,https://www.cruise1st.com.au/short-cruises-from-adelaide,2026-04-15 23:11:47
cruise hawaii to brisbane,AU,Australia,English,"Hawaii (Location), Brisbane (Location)",false,true,false,true,true,false,"AI Overview, Thumbnail, People also ask, Video preview",30,0,0.47,0,0,1,AI Overview,https://www.cruise1st.com.au/hawaii-cruises-from-brisbane,2026-05-11 06:18:07
can you visit willis island,AU,Australia,English,Willis Island (Location),false,false,false,true,false,false,"People also ask, Thumbnail",0,0,,0,0,6,,https://www.cruise1st.com.au/destinations/australia/willis-island,2026-04-18 23:20:56
cruise sale finder sydney,AU,Australia,English,Sydney (Location),false,true,false,true,true,false,People also ask,0,17,0.40,0,0,4,,https://www.cruise1st.com.au/cruise-sale-finder,2026-04-13 17:42:53
greek isles cruise,AU,Australia,English,Greek Isles (Location),false,false,false,true,true,false,"AI Overview, People also ask, Discussions and forums, Video preview",200,3,0.64,0,0,1,AI Overview,https://www.cruise1st.com.au/destinations/greece,2026-05-08 04:13:37
short cruises from brisbane january 2024,AU,Australia,English,Brisbane (Location),false,true,false,true,true,false,"Sitelinks, People also ask, Thumbnail",0,0,,0,0,4,,https://www.cruise1st.com.au/short-cruises-from-brisbane,2026-04-24 14:23:32
short cruises from sydney april 2023,AU,Australia,English,Sydney (Location),false,true,false,true,true,false,Sitelinks,0,1,0.41,0,0,4,,https://www.cruise1st.com.au/short-cruises-from-sydney,2026-04-30 08:51:57
luxury ship,AU,Australia,English,,false,false,false,true,true,false,"AI Overview, People also ask",70,64,0.60,0,0,1,AI Overview,https://www.cruise1st.com.au/luxury-ocean-cruise-lines,2026-05-10 00:10:59
great barrier reef cruises from sydney 2023,AU,Australia,English,"Great Barrier Reef (Location), Sydney (Location)",false,true,false,true,true,false,"Thumbnail, Sitelinks",0,0,0.60,0,0,9,,https://www.cruise1st.com.au/cruises/cruises-from-great-barrier-reef,2026-04-15 02:10:20
brisbane to new zealand cruise 2024,AU,Australia,English,"Brisbane (Location), New Zealand (Location)",false,true,false,true,true,false,"Sitelinks, People also ask",0,8,,0,0,1,,https://www.cruise1st.com.au/new-zealand-cruises-from-brisbane,2026-05-08 17:40:38
cruises in march 2024 from sydney,AU,Australia,English,Sydney (Location),false,true,false,true,true,false,"AI Overview, Sitelinks, People also ask",0,8,,0,0,9,,https://www.cruise1st.com.au/cruises-from-sydney-march-2026,2026-04-15 17:13:52
3 day sampler cruises from sydney,AU,Australia,English,Sydney (Location),false,true,false,true,true,false,"Top ads, Sitelinks",0,2,0.45,0,0,4,,https://www.cruise1st.com.au/3-day-cruise-from-sydney,2026-04-22 15:49:36
cheap cruises australia 2023,AU,Australia,English,Australia (Location),false,true,false,true,true,false,"Sitelinks, People also ask, Bottom ads, Paid sitelinks",0,35,0.51,0,0,4,,https://www.cruise1st.com.au/cruises/cruises-under-999,2026-05-02 10:45:30
last-minute deals from sydney,AU,Australia,English,Sydney (Location),false,true,false,true,true,true,Sitelinks,0,0,0.28,0,0,6,,https://www.cruise1st.com.au/last-minute-cruises-from-sydney,2026-04-12 04:59:40
easter cruises from sydney 2024,AU,Australia,English,Sydney (Location),false,true,false,true,true,false,"Sitelinks, People also ask",0,5,,0,0,6,,https://www.cruise1st.com.au/cruises/cruises-from-sydney,2026-04-25 05:56:25
christmas cruise australia 2023,AU,Australia,English,Australia (Location),false,true,false,true,true,false,Sitelinks,0,0,0.46,0,0,5,,https://www.cruise1st.com.au/cruises/christmas-new-year-cruises,2026-05-07 08:01:17
perth to sydney cruise 2024,AU,Australia,English,,false,true,false,true,true,false,Sitelinks,0,0,,0,0,4,,https://www.cruise1st.com.au/cruises/cruises-from-perth,2026-05-01 11:06:19
cruise may 2023 australia,AU,Australia,English,Australia (Location),false,true,false,true,true,false,"Top ads, Paid sitelinks, People also ask, Thumbnail, Sitelinks",0,5,0.46,0,0,9,,https://www.cruise1st.com.au/cruises/short-cruises,2026-05-03 23:02:28
cruise from adelaide 2024,AU,Australia,English,Adelaide (Location),false,true,false,true,true,false,"Sitelinks, People also ask",0,5,0.25,0,0,6,,https://www.cruise1st.com.au/cruises/cruises-from-adelaide,2026-04-26 23:17:58
cruise from brisbane december 2024,AU,Australia,English,Brisbane (Location),false,true,false,true,true,false,"Top ads, People also ask, Bottom ads, Paid sitelinks",0,0,,0,0,8,,https://www.cruise1st.com.au/cruises/december-cruises,2026-04-10 09:44:27
xmas cruises 2024 from brisbane,AU,Australia,English,Brisbane (Location),false,true,false,true,true,false,"AI Overview, Sitelinks",0,0,,0,0,8,,https://www.cruise1st.com.au/christmas-cruises-from-brisbane,2026-04-22 10:28:32
cruise from brisbane to hawaii 2023,AU,Australia,English,"Brisbane (Location), Hawaii (Location)",false,true,false,true,true,false,"Sitelinks, People also ask",0,0,0.46,0,0,2,,https://www.cruise1st.com.au/hawaii-cruises-from-brisbane,2026-04-22 13:56:52
brisbane to fiji cruise 2024,AU,Australia,English,"Brisbane (Location), Fiji (Location)",false,true,false,true,true,false,Sitelinks,0,0,0.50,0,0,5,,https://www.cruise1st.com.au/brisbane-cruises-to-fiji,2026-04-22 15:18:28
cruises from sydney in april 2023,AU,Australia,English,Sydney (Location),false,true,false,true,true,false,"Sitelinks, People also ask",0,9,,0,0,10,,https://www.cruise1st.com.au/cruises/cruises-from-sydney,2026-04-19 18:26:28
cruises from perth to singapore 2024,AU,Australia,English,"Perth (Location), Singapore (Location)",false,true,false,true,true,false,"Top ads, Sitelinks, People also ask",0,0,,0,0,2,,https://www.cruise1st.com.au/cruise-fremantle-to-singapore,2026-05-09 03:56:21
discounted cruises 2023,AU,Australia,English,,false,false,false,true,true,true,Sitelinks,0,41,0.57,0,0,4,,https://www.cruise1st.com.au/,2026-04-23 05:25:23
repositioning cruises to europe 2023,AU,Australia,English,Europe (Location),false,false,false,true,false,false,"Sitelinks, Thumbnail, People also ask",0,7,0.37,0,0,4,,https://www.cruise1st.com.au/destinations/repositioning,2026-05-04 04:46:42
hawaii cruises 2024 from australia,AU,Australia,English,,false,false,false,true,true,false,"Sitelinks, People also ask",0,0,0.46,0,0,3,,https://www.cruise1st.com.au/hawaii-cruises-from-brisbane,2026-04-29 13:55:51
cruise from cairns 2023,AU,Australia,English,Cairns (Location),false,true,false,true,true,false,"Sitelinks, People also ask",0,0,0.49,0,0,11,,https://www.cruise1st.com.au/cruises/cruises-from-cairns,2026-05-07 16:18:40
cruises july 2023 australia,AU,Australia,English,Australia (Location),false,true,false,true,true,false,"Top ads, Paid sitelinks, Sitelinks, Thumbnail, People also ask",0,46,0.45,0,0,5,,https://www.cruise1st.com.au/cruises/july-cruises,2026-05-03 03:15:28
fremantle to exmouth cruise 2023,AU,Australia,English,"Fremantle (Location), Exmouth (Location)",false,true,false,true,true,false,Sitelinks,0,0,0.31,0,0,3,,https://www.cruise1st.com.au/fremantle-to-exmouth-cruise,2026-04-10 09:33:23
cruise new york to sydney 2024,AU,Australia,English,"New York (Location), Sydney (Location)",false,true,false,true,true,false,Sitelinks,0,0,0.71,0,0,7,,https://www.cruise1st.com.au/cruise/transpacific-from-new-york-usa-with-the-crown-princess-17290473,2026-05-02 01:02:18
sf 108m cruise,AU,Australia,English,,false,false,false,true,false,false,"People also ask, Sitelinks, Thumbnail",0,0,,0,0,7,,https://www.cruise1st.com.au/cruises/cruises-from-san-francisco,2026-05-02 06:46:28
cruise hawaii to sydney 2023,AU,Australia,English,"Hawaii (Location), Sydney (Location)",false,true,false,true,true,false,"Sitelinks, Thumbnail",0,0,0.45,0,0,1,,https://www.cruise1st.com.au/honolulu-to-sydney-cruises,2026-04-30 15:29:22
cruise package deals 2024,AU,Australia,English,,false,false,false,true,true,false,Sitelinks,0,19,,0,0,8,,https://www.cruise1st.com.au/cruises/cruises-from-sydney,2026-04-16 10:40:03
repositioning cruises 2023 to australia,AU,Australia,English,Australia (Location),false,false,false,true,true,false,"Sitelinks, People also ask",0,1,0.37,0,0,2,,https://www.cruise1st.com.au/destinations/repositioning,2026-04-13 22:14:41
cruises departing singapore 2024,AU,Australia,English,Singapore (Location),false,true,false,true,true,false,"Sitelinks, Thumbnail",0,1,,0,0,5,,https://www.cruise1st.com.au/cruises/cruises-from-singapore,2026-04-17 14:59:17
cruises from genoa 2024,AU,Australia,English,Genoa (Location),false,true,false,true,true,false,"Sitelinks, People also ask",0,0,,0,0,6,,https://www.cruise1st.com.au/cruise/western-mediterranean-from-genoa-italy-with-the-msc-grandiosa-17986421,2026-05-04 17:31:54
usa east coast,AU,Australia,English,"United States (Location), East Coast of the United States (Location)",false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Knowledge panel",50,12,,0,0,1,AI Overview,https://www.cruise1st.com.au/destinations/east-coast-of-america,2026-04-28 10:48:54
cruise sales 2023,AU,Australia,English,,false,false,false,true,true,false,People also ask,0,25,0.45,0,0,3,,https://www.cruise1st.com.au/cruises/exclusive-cruise-deals,2026-04-21 23:22:27
cruises from brisbane to cairns 2024,AU,Australia,English,"Brisbane (Location), Cairns (Location)",false,true,false,true,true,false,"AI Overview, People also ask, Thumbnail, Sitelinks",0,0,0.42,0,0,1,,https://www.cruise1st.com.au/cruise-from-brisbane-to-cairns,2026-04-23 21:46:09
japan cruise april 2024,AU,Australia,English,,false,false,false,true,true,false,"People also ask, Sitelinks",0,1,0.81,0,0,11,,https://www.cruise1st.com.au/cruise-to-japan-from-australia,2026-04-22 15:50:57
new guinea cruises from cairns,AU,Australia,English,"New Guinea (Location), Cairns (Location)",false,true,false,true,true,false,"AI Overview, Thumbnail, People also ask",0,0,0.28,0,0,11,,https://www.cruise1st.com.au/destinations/papua-new-guinea,2026-05-10 16:44:04
cruise from sydney august 2023,AU,Australia,English,Sydney (Location),false,true,false,true,true,false,"AI Overview, Thumbnail, Sitelinks, People also ask",0,9,0.45,0,0,8,,https://www.cruise1st.com.au/cruises/august-cruises,2026-04-09 22:47:19
cruise xmas 2023,AU,Australia,English,Christmas (Event),false,false,false,true,true,false,"Thumbnail, Sitelinks, People also ask, Video preview, Bottom ads, Paid sitelinks",0,0,0.60,0,0,4,,https://www.cruise1st.com.au/cruises/december-cruises,2026-04-22 00:42:49
june 2023 cruises from sydney,AU,Australia,English,Sydney (Location),false,true,false,true,true,false,"Sitelinks, People also ask",0,34,,0,0,6,,https://www.cruise1st.com.au/cruises/june-cruises,2026-05-02 17:57:00
pacific cruises from sydney 2024,AU,Australia,English,Sydney (Location),false,true,false,true,true,false,"Sitelinks, People also ask",0,0,,0,0,9,,https://www.cruise1st.com.au/cruises/cruises-from-sydney,2026-04-27 18:19:17
unsold cruise cabins 2023,AU,Australia,English,,false,false,false,true,true,true,"Sitelinks, People also ask",0,3,0.31,0,0,6,,https://www.cruise1st.com.au/last-minute-cruise-vacation-packages,2026-05-03 08:11:32
sydney to hawaii cruise 2024 packages,AU,Australia,English,,false,true,false,true,true,false,"AI Overview, Sitelinks, Thumbnail, People also ask",0,0,,0,0,7,,https://www.cruise1st.com.au/cruises-from-australia-to-hawaii,2026-04-16 04:05:06
cruises from australia september 2024,AU,Australia,English,Australia (Location),false,false,false,true,true,false,"Top ads, Paid sitelinks, Sitelinks, Thumbnail, People also ask, Bottom ads",0,33,,0,0,3,,https://www.cruise1st.com.au/cruises/september-cruises,2026-04-28 15:59:54
yacht repositioning,AU,Australia,English,,false,false,false,true,false,false,People also ask,0,3,,0,0,7,,https://www.cruise1st.com.au/destinations/repositioning,2026-04-30 22:32:35
cruise from sydney to cairns 2023,AU,Australia,English,"Sydney (Location), Cairns (Location)",false,true,false,true,true,false,"AI Overview, Sitelinks, People also ask",0,0,0.45,0,0,5,,https://www.cruise1st.com.au/sydney-to-cairns-cruises,2026-04-18 21:16:16
round the world cruise all-inclusive,AU,Australia,English,,false,false,false,true,true,false,"Sitelinks, People also ask",0,1,0.64,0,0,6,,https://www.cruise1st.com.au/round-world-cruises-from-australia,2026-04-12 10:25:01
cruises from brisbane to fiji 2024,AU,Australia,English,"Brisbane (Location), Fiji (Location)",false,true,false,true,true,false,"Thumbnail, Sitelinks, People also ask, Bottom ads, Paid sitelinks",0,0,,0,0,4,,https://www.cruise1st.com.au/brisbane-cruises-to-fiji,2026-04-19 10:40:53
cruise deals march 2024,AU,Australia,English,,false,false,false,true,true,false,"Sitelinks, People also ask",0,50,,0,0,6,,https://www.cruise1st.com.au/cruises/cruises-from-sydney,2026-04-29 06:01:17
cruise sydney to hawaii 2024,AU,Australia,English,Sydney to Hawaii cruise (Work),false,true,false,true,true,true,"Sitelinks, People also ask",0,0,0.58,0,0,6,,https://www.cruise1st.com.au/hawaii-cruises-from-sydney,2026-05-06 19:26:16
cruise december 2023 sydney,AU,Australia,English,Sydney (Location),false,true,false,true,true,false,"Sitelinks, Thumbnail",0,12,,0,0,1,,https://www.cruise1st.com.au/cruises/december-cruises,2026-04-23 05:00:36
cruises from turkey 2024,AU,Australia,English,Turkey (Location),false,false,false,true,true,false,"People also ask, Sitelinks",0,0,,0,0,8,,https://www.cruise1st.com.au/cruise/eastern-mediterranean-from-istanbul-turkey-with-the-explora-ii-18751272,2026-04-09 09:39:28
all-inclusive cruises july 2023,AU,Australia,English,,false,false,false,true,true,false,"Sitelinks, Thumbnail, People also ask",0,34,,0,0,8,,https://www.cruise1st.com.au/cruises/all-inclusive,2026-04-30 23:56:10
cruise singapore to perth 2023,AU,Australia,English,,false,false,false,true,true,false,"Sitelinks, People also ask, Thumbnail",0,0,0.40,0,0,2,,https://www.cruise1st.com.au/cruise-from-singapore-to-perth,2026-04-23 13:41:14
singapore to fremantle cruises 2024,AU,Australia,English,,false,false,false,true,true,false,"Sitelinks, People also ask, Thumbnail",0,0,,0,0,4,,https://www.cruise1st.com.au/cruise-from-singapore-to-perth,2026-05-08 02:06:59
repositioning cruises to australia 2023,AU,Australia,English,Australia (Location),false,false,false,true,false,false,"Sitelinks, People also ask",0,1,0.35,0,0,2,,https://www.cruise1st.com.au/destinations/repositioning,2026-05-05 10:57:53
whitsunday cruise deals,AU,Australia,English,Whitsundays (Location),false,true,false,true,true,false,"Top ads, Paid sitelinks, Thumbnail, Sitelinks",0,0,0.60,0,0,5,,https://www.cruise1st.com.au/cruises/cruises-from-whitsunday-islands,2026-05-05 14:18:27
sydney cruises february 2024,AU,Australia,English,Sydney (Location),false,true,false,true,true,false,,0,5,,0,0,10,,https://www.cruise1st.com.au/cruises/cruises-from-sydney,2026-04-17 15:22:08
cruises from sydney in 2024,AU,Australia,English,Sydney (Location),false,true,false,true,true,false,"Sitelinks, People also ask",0,2,,0,0,11,,https://www.cruise1st.com.au/cruises/cruises-from-sydney,2026-04-09 21:19:32
australia to hawaii cruise 2023,AU,Australia,English,,false,false,false,true,true,false,"Sitelinks, People also ask",0,0,0.45,0,0,7,,https://www.cruise1st.com.au/hawaii-cruises-from-sydney,2026-05-10 02:16:14
cruises out of sydney december 2023,AU,Australia,English,Sydney (Location),false,true,false,true,true,false,"Sitelinks, People also ask, Bottom ads, Paid sitelinks",0,10,,0,0,4,,https://www.cruise1st.com.au/cruises/december-cruises,2026-05-04 13:51:28
cruises departing singapore 2023,AU,Australia,English,Singapore (Location),false,true,false,true,true,false,Sitelinks,0,2,0.52,0,0,8,,https://www.cruise1st.com.au/cruises/cruises-from-singapore,2026-05-08 08:39:36
australia to hawaii,AU,Australia,English,"Australia (Location), Hawaii (Location)",false,true,false,true,true,false,"AI Overview, People also ask",300,0,0.17,0,0,1,AI Overview,https://www.cruise1st.com.au/cruises-from-australia-to-hawaii,2026-05-01 10:07:59
best 3 day cruises from sydney 2024,AU,Australia,English,Sydney (Location),false,true,false,true,true,false,Sitelinks,0,1,0.37,0,0,7,,https://www.cruise1st.com.au/3-day-cruise-from-sydney,2026-05-04 02:43:17
december cruises from sydney 2023,AU,Australia,English,Sydney (Location),false,true,false,true,true,true,Sitelinks,0,10,0.45,0,0,3,,https://www.cruise1st.com.au/cruises/december-cruises,2026-05-06 10:27:20
cruises in april 2024 from sydney,AU,Australia,English,Sydney (Location),false,true,false,true,true,false,"AI Overview, Sitelinks, People also ask",0,10,,0,0,11,,https://www.cruise1st.com.au/cruises/cruises-from-sydney,2026-04-14 13:36:55
hawaii deals from brisbane,AU,Australia,English,Brisbane (Location),false,true,false,true,true,false,People also ask,0,0,,0,0,6,,https://www.cruise1st.com.au/hawaii-cruises-from-brisbane,2026-04-21 20:09:32
sydney cruises april 2024,AU,Australia,English,Sydney (Location),false,true,false,true,true,false,Sitelinks,0,12,,0,0,6,,https://www.cruise1st.com.au/cruises/cruises-from-sydney,2026-04-25 00:51:03
cruises from fremantle to singapore 2023,AU,Australia,English,"Fremantle (Location), Singapore (Location)",false,true,false,true,true,false,"Thumbnail, Sitelinks, People also ask",0,0,0.31,0,0,2,,https://www.cruise1st.com.au/cruise-fremantle-to-singapore,2026-04-26 01:24:16
cruise from sydney september 2023,AU,Australia,English,Sydney (Location),false,true,false,true,true,false,"Sitelinks, People also ask",0,18,0.45,0,0,7,,https://www.cruise1st.com.au/cruises/september-cruises,2026-04-25 23:24:57
cruise perth to cairns,AU,Australia,English,"Perth (Location), Cairns (Location)",false,true,false,true,true,false,Thumbnail,0,0,,0,0,10,,https://www.cruise1st.com.au/cruises/cruises-from-cairns,2026-04-16 19:56:55
cruises june july 2024,AU,Australia,English,,false,false,false,true,true,false,"Sitelinks, People also ask",0,57,,0,0,6,,https://www.cruise1st.com.au/cruises/june-cruises,2026-04-21 21:23:09
cruises december 2023 australia,AU,Australia,English,Australia (Location),false,true,false,true,true,false,"Top ads, Paid sitelinks, Sitelinks, People also ask",0,10,,0,0,2,,https://www.cruise1st.com.au/cruises/december-cruises,2026-04-24 09:48:49
cruise line companies,AU,Australia,English,,false,false,false,true,true,false,"AI Overview, Thumbnail, Video preview, People also ask",80,55,0.56,0,0,1,AI Overview,https://www.cruise1st.com.au/cruise-lines,2026-05-06 13:10:58
cruises singapore to sydney 2024,AU,Australia,English,,false,false,false,true,true,false,"Sitelinks, Thumbnail, People also ask",0,0,,0,0,5,,https://www.cruise1st.com.au/singapore-to-sydney-cruises,2026-04-22 03:35:28
cruise from sydney to fiji 2024,AU,Australia,English,"Sydney (Location), Fiji (Location)",false,true,false,true,true,false,Sitelinks,0,0,,0,0,3,,https://www.cruise1st.com.au/sydney-to-fiji-cruises,2026-04-27 11:09:36
best cruises from brisbane 2023,AU,Australia,English,Brisbane (Location),false,true,false,true,true,false,"Sitelinks, People also ask",0,0,0.51,0,0,10,,https://www.cruise1st.com.au/cruises/cruises-from-brisbane,2026-05-07 08:24:27
cruises in may 2023 from sydney,AU,Australia,English,Sydney (Location),false,true,false,true,true,false,Sitelinks,0,7,0.45,0,0,9,,https://www.cruise1st.com.au/cruises/short-cruises,2026-05-09 17:39:17
cruises from melbourne to fiji 2024,AU,Australia,English,"Melbourne (Location), Fiji (Location)",false,true,false,true,true,true,"Sitelinks, People also ask",0,0,0.42,0,0,10,,https://www.cruise1st.com.au/cruise-to-fiji-from-australia,2026-05-09 10:40:12
cruises out of cairns 2024,AU,Australia,English,Cairns (Location),false,true,false,true,true,false,"Sitelinks, People also ask",0,0,,0,0,5,,https://www.cruise1st.com.au/cruises/cruises-from-cairns,2026-04-14 08:43:31
cruise ship deals sydney,AU,Australia,English,Sydney (Location),false,true,false,true,true,false,Top ads,0,3,,0,0,4,,https://www.cruise1st.com.au/cruises/cruises-from-sydney,2026-04-22 07:42:27
sydney to brisbane cruise 2024,AU,Australia,English,Sydney to Brisbane (Location),false,true,false,true,true,false,"Sitelinks, People also ask, Thumbnail, Video preview, Bottom ads, Paid sitelinks",0,8,,0,0,1,,https://www.cruise1st.com.au/cruise-from-sydney-to-brisbane,2026-05-03 14:37:01
short cruise from sydney 2024,AU,Australia,English,Sydney (Location),false,true,false,true,true,false,Sitelinks,0,2,0.37,0,0,6,,https://www.cruise1st.com.au/cruises/short-cruises,2026-04-24 01:15:53
cruises from sydney in april 2024,AU,Australia,English,Sydney (Location),false,true,false,true,true,false,"Thumbnail, Sitelinks, People also ask, Bottom ads, Paid sitelinks",0,34,,0,0,9,,https://www.cruise1st.com.au/cruises/cruises-from-sydney,2026-05-02 17:50:54
xmas cruises 2023 from brisbane,AU,Australia,English,Brisbane (Location),false,true,false,true,true,false,Sitelinks,0,0,,0,0,5,,https://www.cruise1st.com.au/christmas-cruises-from-brisbane,2026-05-11 02:17:23
last minute cruise from sydney 2023,AU,Australia,English,Sydney (Location),false,true,false,true,true,true,Sitelinks,0,1,,0,0,5,,https://www.cruise1st.com.au/cruises/last-minute-cruises,2026-04-17 18:19:02
sydney cruises july 2023,AU,Australia,English,Sydney (Location),false,true,false,true,true,false,Sitelinks,0,30,0.46,0,0,10,,https://www.cruise1st.com.au/cruises/short-cruises,2026-04-14 13:03:29
cruises leaving sydney january 2024,AU,Australia,English,Sydney (Location),false,true,false,true,true,false,"Sitelinks, Video preview",0,5,,0,0,9,,https://www.cruise1st.com.au/cruises/cruises-from-sydney,2026-04-09 11:49:53
cruises from melbourne december 2023,AU,Australia,English,Melbourne (Location),false,true,false,true,true,false,"Sitelinks, People also ask",0,1,0.42,0,0,5,,https://www.cruise1st.com.au/cruises/december-cruises,2026-05-06 18:19:38
